EpsThisIter,Delta,AvgEpLen,VarNormIw,J,BatchSize,AvgNormIw,ESSClassic,AvgVanillaIw,VarDiscRet,MaxVanillaIw,AvgDiscRet,IterType,VarRet,ESSRenyi,MaxNormIw,VanillaAvgRet,VarVanillaIw,AvgRet,MinVanillaIw,MinNormIw,eRenyi2,Bound,VarJ
100,0.9,200.0,3.5044917e-18,-7.763589,500,0.009999998,100.0,1.0,44.76245014266722,1.0,-7.763588624667156,2,44.76245014266722,500.0,0.01,-7.763588624667156,,-7.763588624667156,1.0,0.01,1.0,-8.505569,6.656938
100,0.9,200.0,2.179301e-19,-7.5078497,500,0.0049999994,200.00000010221265,1.0,44.8492390961621,1.0,-7.252111200591305,2,44.8492390961621,500.0,0.005,-7.252111200591305,,-7.252111200591305,1.0,0.005,1.0,-8.067293,6.665072
100,0.9,200.0,5.4391416e-20,-7.6642923,500,0.0033333336,299.999969473632,1.0,47.706474635925034,1.0,-7.977176573429522,2,47.706474635925034,500.0,0.0033333334,-7.977176573429522,,-7.977176573429522,1.0,0.0033333334,1.0,-8.122652,6.738512
100,0.9,200.0,5.434597e-20,-8.053742,500,0.0024999997,400.0,1.0,71.30594103939592,1.0,-9.222092778386992,2,71.30594103939592,500.0,0.0025,-9.222092778386992,,-9.222092778386992,1.0,0.0025,1.0,-8.462073,7.222111
100,0.9,200.0,4.800885e-05,-6.115796,500,0.002,38.52611659992877,1.024212,46.02598433714282,18.480244,-8.487958667387486,1,46.02598433714282,38.23273923318669,0.036086753,-8.487958667387486,12.5904455,-8.487958667387486,,,13.077797,-7.4365587,22.303215
100,0.9,200.0,3.5044917e-18,-7.634883,500,0.009999998,100.0,1.0,52.25275679917493,1.0,-7.634882508173888,2,52.25275679917493,500.0,0.01,-7.634882508173888,,-7.634882508173888,1.0,0.01,1.0,-8.428024,7.192373
100,0.9,200.0,2.179301e-19,-7.6140738,500,0.0049999994,200.00000010221265,1.0,48.09426296986461,1.0,-7.593265117304703,2,48.09426296986461,500.0,0.005,-7.593265117304703,,-7.593265117304703,1.0,0.005,1.0,-8.17491,7.047851
100,0.9,200.0,5.4391416e-20,-7.830636,500,0.0033333336,299.999969473632,1.0,59.100481830211805,1.0,-8.263761444079911,2,59.100481830211805,500.0,0.0033333334,-8.263761444079911,,-8.263761444079911,1.0,0.0033333334,1.0,-8.30102,7.2602863
100,0.9,200.0,5.434597e-20,-7.6260824,500,0.0024999997,400.0,1.0,46.403062767933214,1.0,-7.012419537061052,2,46.403062767933214,500.0,0.0025,-7.012419537061052,,-7.012419537061052,1.0,0.0025,1.0,-8.033446,7.1515107
100,0.9,200.0,2.769904e-06,-7.7058916,500,0.002,295.66712437886883,1.0260775,55.52233865012521,13.502267,-9.192749745602898,1,55.52233865012521,317.1475065309579,0.02631822,-9.192749745602898,0.72906315,-9.192749745602898,0.7440325,0.0014502462,1.5765535,-8.163383,8.444099
100,0.9,200.0,3.5044917e-18,-7.689173,500,0.009999998,100.0,1.0,54.72186436328594,1.0,-7.6891732811680455,2,54.72186436328594,500.0,0.01,-7.6891732811680455,,-7.6891732811680455,1.0,0.01,1.0,-8.501347,7.3603425
100,0.9,200.0,2.179301e-19,-7.8157187,500,0.0049999994,200.00000010221265,1.0,54.44866902707149,1.0,-7.942263940363703,2,54.44866902707149,500.0,0.005,-7.942263940363703,,-7.942263940363703,1.0,0.005,1.0,-8.390012,7.3522396
100,0.9,200.0,5.4391416e-20,-8.052554,500,0.0033333336,299.999969473632,1.0,56.903604438203,1.0,-8.526224571188106,2,56.903604438203,500.0,0.0033333334,-8.526224571188106,,-8.526224571188106,1.0,0.0033333334,1.0,-8.521462,7.411297
100,0.9,200.0,5.434597e-20,-8.038584,500,0.0024999997,400.0,1.0,51.3719840758161,1.0,-7.996673302707713,2,51.3719840758161,500.0,0.0025,-7.996673302707713,,-7.996673302707713,1.0,0.0025,1.0,-8.444671,7.3423867
100,0.9,200.0,2.487729e-07,-7.8378983,500,0.002,470.7793138787671,0.97766465,48.59864755387852,4.0071054,-7.320226363547487,1,48.59864755387852,453.17993321212674,0.0081973,-7.320226363547487,0.05944604,-7.320226363547487,0.8383528,0.001715011,1.1033145,-8.219415,7.275713
100,0.9,200.0,3.5044917e-18,-9.644388,500,0.009999998,100.0,1.0,64.72486323581123,1.0,-9.644388110553972,2,64.72486323581123,500.0,0.01,-9.644388110553972,,-9.644388110553972,1.0,0.01,1.0,-10.456429,8.004849
100,0.9,200.0,2.179301e-19,-8.635401,500,0.0049999994,200.00000010221265,1.0,49.193797493629944,1.0,-7.6264130287589635,2,49.193797493629944,500.0,0.005,-7.6264130287589635,,-7.6264130287589635,1.0,0.005,1.0,-9.2095995,7.576793
100,0.9,200.0,5.4391416e-20,-8.047874,500,0.0033333336,299.999969473632,1.0,40.909141860048486,1.0,-6.872818150852254,2,40.909141860048486,500.0,0.0033333334,-6.872818150852254,,-6.872818150852254,1.0,0.0033333334,1.0,-8.5167055,7.2430835
100,0.9,200.0,5.434597e-20,-8.114134,500,0.0024999997,400.0,1.0,49.12984719968119,1.0,-8.312916281097975,2,49.12984719968119,500.0,0.0025,-8.312916281097975,,-8.312916281097975,1.0,0.0025,1.0,-8.520154,7.1777086
100,0.9,200.0,1.782484e-05,-7.3844137,500,0.0019999999,91.78864088523167,0.9116698,51.98864446006114,13.713948,-8.713278209524688,1,51.98864446006114,98.91341793205665,0.03008534,-8.713278209524688,3.7037423,-8.713278209524688,7.25276e-08,1.5910936e-10,5.054926,-8.200902,13.615729
100,0.9,200.0,3.5044917e-18,-7.840439,500,0.009999998,100.0,1.0,61.14530100223812,1.0,-7.840439075991906,2,61.14530100223812,500.0,0.01,-7.840439075991906,,-7.840439075991906,1.0,0.01,1.0,-8.657341,7.7803497
100,0.9,200.0,2.179301e-19,-7.808524,500,0.0049999994,200.00000010221265,1.0,54.21708837884446,1.0,-7.776609531794469,2,54.21708837884446,500.0,0.005,-7.776609531794469,,-7.776609531794469,1.0,0.005,1.0,-8.386162,7.5568113
100,0.9,200.0,5.4391416e-20,-8.001544,500,0.0033333336,299.999969473632,1.0,57.16544690873491,1.0,-8.387583131547984,2,57.16544690873491,500.0,0.0033333334,-8.387583131547984,,-8.387583131547984,1.0,0.0033333334,1.0,-8.473183,7.5504556
100,0.9,200.0,5.434597e-20,-8.178597,500,0.0024999997,400.0,1.0,60.64680610251251,1.0,-8.70975595533763,2,60.64680610251251,500.0,0.0025,-8.70975595533763,,-8.70975595533763,1.0,0.0025,1.0,-8.587049,7.6066523
100,0.9,200.0,0.00031879588,-0.91497993,500,0.002,6.208127136407673,2.24446,62.45898699785078,222.09003,-7.441334021133498,1,62.45898699785078,3.1843627265911487,0.19790061,-7.441334021133498,401.49176,-7.441334021133498,,,157.01729,-5.4935446,9.093691
100,0.9,200.0,3.5044917e-18,-9.457354,500,0.009999998,100.0,1.0,63.68931946714552,1.0,-9.457353772615313,2,63.68931946714552,500.0,0.01,-9.457353772615313,,-9.457353772615313,1.0,0.01,1.0,-10.270369,7.940556
100,0.9,200.0,2.179301e-19,-8.853896,500,0.0049999994,200.00000010221265,1.0,64.68729060452884,1.0,-8.250438764220394,2,64.68729060452884,500.0,0.005,-8.250438764220394,,-8.250438764220394,1.0,0.005,1.0,-9.429825,7.994409
100,0.9,200.0,5.4391416e-20,-9.0468,500,0.0033333336,299.999969473632,1.0,56.94986175314814,1.0,-9.432604280777085,2,56.94986175314814,500.0,0.0033333334,-9.432604280777085,,-9.432604280777085,1.0,0.0033333334,1.0,-9.517043,7.8405952
100,0.9,200.0,5.434597e-20,-8.87067,500,0.0024999997,400.0,1.0,46.0955165143295,1.0,-8.342286533610697,2,46.0955165143295,500.0,0.0025,-8.342286533610697,,-8.342286533610697,1.0,0.0025,1.0,-9.278692,7.5899873
100,0.9,200.0,6.7951504e-07,-8.101264,500,0.002,427.51885748520124,0.98547274,40.26761145147603,6.7813745,-5.935943991069556,1,40.26761145147603,385.9164861437132,0.013762684,-5.935943991069556,0.16497885,-5.935943991069556,0.7815813,0.0015862058,1.2956171,-8.5166645,7.670691
100,0.9,200.0,3.5044917e-18,-7.9282503,500,0.009999998,100.0,1.0,53.77203491724865,1.0,-7.928250359178706,2,53.77203491724865,500.0,0.01,-7.928250359178706,,-7.928250359178706,1.0,0.01,1.0,-8.735064,7.2961845
100,0.9,200.0,2.179301e-19,-8.289692,500,0.0049999994,200.00000010221265,1.0,46.77138351523043,1.0,-8.651136145093696,2,46.77138351523043,500.0,0.005,-8.651136145093696,,-8.651136145093696,1.0,0.005,1.0,-8.860195,7.063967
100,0.9,200.0,5.4391416e-20,-8.2491,500,0.0033333336,299.999969473632,1.0,48.537472123516295,1.0,-8.167911459461093,2,48.537472123516295,500.0,0.0033333334,-8.167911459461093,,-8.167911459461093,1.0,0.0033333334,1.0,-8.714913,7.020476
100,0.9,200.0,5.434597e-20,-8.3807535,500,0.0024999997,400.0,1.0,61.59929969498139,1.0,-8.775719455507264,2,61.59929969498139,500.0,0.0025,-8.775719455507264,,-8.775719455507264,1.0,0.0025,1.0,-8.78416,7.229325
100,0.9,200.0,0.00021074656,-4.1115584,500,0.0019999999,9.331620419172593,0.7070131,59.56213397323377,68.66617,-7.571111888788413,1,59.56213397323377,10.297007612850363,0.194243,-7.571111888788413,26.336338,-7.571111888788413,,,48.557796,-6.6517825,15.996279
100,0.9,200.0,3.5044917e-18,-8.3278,500,0.009999998,100.0,1.0,61.10588516935331,1.0,-8.3277997756865,2,61.10588516935331,500.0,0.01,-8.3277997756865,,-8.3277997756865,1.0,0.01,1.0,-9.13635,7.777842
100,0.9,200.0,2.179301e-19,-7.8643074,500,0.0049999994,200.00000010221265,1.0,51.682922196630116,1.0,-7.400815271916992,2,51.682922196630116,500.0,0.005,-7.400815271916992,,-7.400815271916992,1.0,0.005,1.0,-8.439817,7.4863396
100,0.9,200.0,5.4391416e-20,-8.161702,500,0.0033333336,299.999969473632,1.0,59.9338215928722,1.0,-8.756491099514832,2,59.9338215928722,500.0,0.0033333334,-8.756491099514832,,-8.756491099514832,1.0,0.0033333334,1.0,-8.631604,7.570903
100,0.9,200.0,5.434597e-20,-8.404468,500,0.0024999997,400.0,1.0,49.7330166645506,1.0,-9.132765248486276,2,49.7330166645506,500.0,0.0025,-9.132765248486276,,-9.132765248486276,1.0,0.0025,1.0,-8.811415,7.4481306
100,0.9,200.0,7.8608207e-07,-8.315171,500,0.0020000006,418.0155693121043,0.9347722,56.25583129895134,1.3724271,-8.550874808156758,1,56.25583129895134,441.5751277095577,0.0029363884,-8.550874808156758,0.17171945,-8.550874808156758,0.0038940464,8.331541e-06,1.1323102,-8.703253,8.093213
100,0.9,200.0,3.5044917e-18,-8.589596,500,0.009999998,100.0,1.0,59.369506536704826,1.0,-8.589595831034522,2,59.369506536704826,500.0,0.01,-8.589595831034522,,-8.589595831034522,1.0,0.01,1.0,-9.406534,7.6665387
100,0.9,200.0,2.179301e-19,-8.16613,500,0.0049999994,200.00000010221265,1.0,56.21870785827333,1.0,-7.742666394337717,2,56.21870785827333,500.0,0.005,-7.742666394337717,,-7.742666394337717,1.0,0.005,1.0,-8.743793,7.575981
100,0.9,200.0,5.4391416e-20,-8.011419,500,0.0033333336,299.999969473632,1.0,52.15822285163136,1.0,-7.701994127449056,2,52.15822285163136,500.0,0.0033333334,-7.701994127449056,,-7.701994127449056,1.0,0.0033333334,1.0,-8.483079,7.4514256
100,0.9,200.0,5.434597e-20,-7.952774,500,0.0024999997,400.0,1.0,48.29585664893681,1.0,-7.7768413387521935,2,48.29585664893681,500.0,0.0025,-7.7768413387521935,,-7.7768413387521935,1.0,0.0025,1.0,-8.361243,7.3216357
100,0.9,200.0,3.171777e-06,-8.013822,500,0.0019999999,279.1177490856032,1.1497895,61.11371301469172,8.00198,-9.486338516125537,1,61.11371301469172,338.62551418866434,0.013919035,-9.486338516125537,1.048285,-9.486338516125537,0.75902426,0.001320284,1.4765574,-8.457767,9.416185
100,0.9,200.0,3.5044917e-18,-9.172753,500,0.009999998,100.0,1.0,57.40159757890702,1.0,-9.172753929485081,2,57.40159757890702,500.0,0.01,-9.172753929485081,,-9.172753929485081,1.0,0.01,1.0,-9.953826,7.538407
100,0.9,200.0,2.179301e-19,-9.179419,500,0.0049999994,200.00000010221265,1.0,49.12478912923283,1.0,-9.186084865000375,2,49.12478912923283,500.0,0.005,-9.186084865000375,,-9.186084865000375,1.0,0.005,1.0,-9.746813,7.2615843
100,0.9,200.0,5.4391416e-20,-8.622848,500,0.0033333336,299.999969473632,1.0,51.22069283103441,1.0,-7.509703823356409,2,51.22069283103441,500.0,0.0033333334,-7.509703823356409,,-7.509703823356409,1.0,0.0033333334,1.0,-9.0861225,7.257831
100,0.9,200.0,5.434597e-20,-8.649695,500,0.0024999997,400.0,1.0,58.422062551497,1.0,-8.73023907786257,2,58.422062551497,500.0,0.0025,-8.73023907786257,,-8.73023907786257,1.0,0.0025,1.0,-9.050903,7.3463397
100,0.9,200.0,1.9338058e-06,-8.642346,500,0.0020000003,337.27166750779804,1.035275,57.79187170077523,13.863799,-9.089642451065192,1,57.79187170077523,371.9995959210017,0.026782833,-9.089642451065192,0.5181603,-9.089642451065192,0.7742449,0.0014957279,1.3440875,-9.05838,8.297051
100,0.9,200.0,3.5044917e-18,-8.86745,500,0.009999998,100.0,1.0,64.49023891715687,1.0,-8.86744939021698,2,64.49023891715687,500.0,0.01,-8.86744939021698,,-8.86744939021698,1.0,0.01,1.0,-9.684122,7.990328
100,0.9,200.0,2.179301e-19,-7.932334,500,0.0049999994,200.00000010221265,1.0,53.9352728032134,1.0,-6.997218929673135,2,53.9352728032134,500.0,0.005,-6.997218929673135,,-6.997218929673135,1.0,0.005,1.0,-8.509809,7.7133045
100,0.9,200.0,5.4391416e-20,-8.3502655,500,0.0033333336,299.999969473632,1.0,53.002004242169754,1.0,-9.186125534236783,2,53.002004242169754,500.0,0.0033333334,-9.186125534236783,,-9.186125534236783,1.0,0.0033333334,1.0,-8.821772,7.583098
100,0.9,200.0,5.434597e-20,-8.49189,500,0.0024999997,400.0,1.0,62.53545181340362,1.0,-8.916768554289852,2,62.53545181340362,500.0,0.0025,-8.916768554289852,,-8.916768554289852,1.0,0.0025,1.0,-8.900227,7.6593227
100,0.9,200.0,9.7022385e-06,-8.073587,500,0.002,146.16854885331463,1.2737044,58.75735021487282,4.5121293,-8.683851503673019,1,58.75735021487282,146.70454265637838,0.007085049,-8.683851503673019,3.935041,-8.683851503673019,2.0943869e-24,3.2886544e-27,3.4082108,-8.747846,14.675811
100,0.9,200.0,3.5044917e-18,-7.581383,500,0.009999998,100.0,1.0,55.964507128809444,1.0,-7.581383391887203,2,55.964507128809444,500.0,0.01,-7.581383391887203,,-7.581383391887203,1.0,0.01,1.0,-8.372633,7.4434443
100,0.9,200.0,2.179301e-19,-7.826086,500,0.0049999994,200.00000010221265,1.0,53.35511488643319,1.0,-8.070788061916751,2,53.35511488643319,500.0,0.005,-8.070788061916751,,-8.070788061916751,1.0,0.005,1.0,-8.38871,7.360237
100,0.9,200.0,5.4391416e-20,-7.9239154,500,0.0033333336,299.999969473632,1.0,60.20409765681212,1.0,-8.119574201554167,2,60.20409765681212,500.0,0.0033333334,-8.119574201554167,,-8.119574201554167,1.0,0.0033333334,1.0,-8.386246,7.4834404
100,0.9,200.0,5.434597e-20,-7.698929,500,0.0024999997,400.0,1.0,44.805490745099505,1.0,-7.023971827488021,2,44.805490745099505,500.0,0.0025,-7.023971827488021,,-7.023971827488021,1.0,0.0025,1.0,-8.0993185,7.2967553
100,0.9,200.0,5.472471e-07,-7.703252,500,0.0019999996,439.9324378795864,1.143843,54.16780693671054,1.3129568,-8.166106731280578,1,54.16780693671054,453.78486379056005,0.002295694,-8.166106731280578,0.1790014,-8.166106731280578,0.0874936,0.00015298183,1.1018437,-8.079165,7.8432217
100,0.9,200.0,3.5044917e-18,-8.162305,500,0.009999998,100.0,1.0,54.022452958131474,1.0,-8.162303947666242,2,54.022452958131474,500.0,0.01,-8.162303947666242,,-8.162303947666242,1.0,0.01,1.0,-8.965292,7.313154
100,0.9,200.0,2.179301e-19,-8.43158,500,0.0049999994,200.00000010221265,1.0,54.64824104691001,1.0,-8.700853387264363,2,54.64824104691001,500.0,0.005,-8.700853387264363,,-8.700853387264363,1.0,0.005,1.0,-9.003116,7.339244
100,0.9,200.0,5.4391416e-20,-8.857259,500,0.0033333336,299.999969473632,1.0,63.22217513527897,1.0,-9.708620202959803,2,63.22217513527897,500.0,0.0033333334,-9.708620202959803,,-9.708620202959803,1.0,0.0033333334,1.0,-9.3239155,7.558796
100,0.9,200.0,5.434597e-20,-8.675867,500,0.0024999997,400.0,1.0,55.60609988800775,1.0,-8.131692569993367,2,55.60609988800775,500.0,0.0025,-8.131692569993367,,-8.131692569993367,1.0,0.0025,1.0,-9.084165,7.5307875
100,0.9,200.0,2.9005085e-07,-8.5395565,500,0.002,466.25788329148264,1.1523801,55.905030768284064,1.2387298,-8.659612198836301,1,55.905030768284064,468.69167619663597,0.0021498632,-8.659612198836301,0.09629544,-8.659612198836301,0.03942976,6.8431866e-05,1.0667994,-8.916749,7.7669396
100,0.9,200.0,3.5044917e-18,-7.461343,500,0.009999998,100.0,1.0,48.22173084756871,1.0,-7.4613428054484405,2,48.22173084756871,500.0,0.01,-7.4613428054484405,,-7.4613428054484405,1.0,0.01,1.0,-8.277757,6.9093785
100,0.9,200.0,2.179301e-19,-7.2847095,500,0.0049999994,200.00000010221265,1.0,50.941467008439666,1.0,-7.108076633812199,2,50.941467008439666,500.0,0.005,-7.108076633812199,,-7.108076633812199,1.0,0.005,1.0,-7.8620014,7.0083504
100,0.9,200.0,5.4391416e-20,-7.685796,500,0.0033333336,299.999969473632,1.0,55.957670006434995,1.0,-8.487968283160003,2,55.957670006434995,500.0,0.0033333334,-8.487968283160003,,-8.487968283160003,1.0,0.0033333334,1.0,-8.157152,7.178609
