IterType,VarRet,AvgDiscRet,VarJ,MaxNormIw,Bound,AvgEpLen,VarNormIw,AvgNormIw,VarDiscRet,VarVanillaIw,EpsThisIter,J,BatchSize,MinVanillaIw,eRenyi2,ESSClassic,AvgRet,AvgVanillaIw,Delta,VanillaAvgRet,ESSRenyi,MaxVanillaIw,MinNormIw
1,45.43601092877861,-6.705050931235932,14.452733,0.008355503,-7.8076663,200.0,1.2114873e-05,0.002,45.43601092877861,3.8437772,100,-7.105737,500,1.5623393e-26,3.564312,124.2958405891825,-6.705050931235932,1.1265478,0.9,-6.705050931235932,140.27952733573568,4.706437,2.773676e-29
2,58.216448098722935,-8.349712514430141,7.5917244,0.01,-9.173748,200.0,3.5044917e-18,0.009999998,58.216448098722935,,100,-8.349713,500,1.0,1.0,100.0,-8.349712514430141,1.0,0.9,-8.349712514430141,500.0,1.0,0.01
2,53.063575113758,-7.949119515178537,7.4245358,0.005,-8.732097,200.0,2.179301e-19,0.0049999994,53.063575113758,,100,-8.149416,500,1.0,1.0,200.00000010221265,-7.949119515178537,1.0,0.9,-7.949119515178537,500.0,1.0,0.005
2,56.36841207769081,-8.623118457572842,7.4431577,0.0033333334,-8.788102,200.0,5.4391416e-20,0.0033333336,56.36841207769081,,100,-8.307318,500,1.0,1.0,299.999969473632,-8.623118457572842,1.0,0.9,-8.623118457572842,500.0,1.0,0.0033333334
2,61.63019104404008,-8.807775951465597,7.539952,0.0025,-8.848803,200.0,5.434597e-20,0.0024999997,61.63019104404008,,100,-8.432431,500,1.0,1.0,400.0,-8.807775951465597,1.0,0.9,-8.807775951465597,500.0,1.0,0.0025
1,59.077405815527456,-7.974018346367206,10.124624,0.0067167873,-8.368694,200.0,3.9340007e-06,0.002,59.077405815527456,1.6453794,100,-7.9093056,500,0.7551262,1.5216279,252.32986855042986,-7.974018346367206,1.2934387,0.9,-7.974018346367206,328.59544637638925,4.3438764,0.0011676258
2,60.752452420220806,-9.719798220481698,7.755316,0.01,-10.545799,200.0,3.5044917e-18,0.009999998,60.752452420220806,,100,-9.719798,500,1.0,1.0,100.0,-9.719798220481698,1.0,0.9,-9.719798220481698,500.0,1.0,0.01
2,52.96832425166096,-8.38935023449472,7.532218,0.005,-9.6432905,200.0,2.179301e-19,0.0049999994,52.96832425166096,,100,-9.054574,500,1.0,1.0,200.00000010221265,-8.38935023449472,1.0,0.9,-8.38935023449472,500.0,1.0,0.005
2,54.2131995770198,-9.442410627201529,7.466368,0.0033333334,-9.664537,200.0,5.4391416e-20,0.0033333336,54.2131995770198,,100,-9.183852,500,1.0,1.0,299.999969473632,-9.442410627201529,1.0,0.9,-9.442410627201529,500.0,1.0,0.0033333334
2,59.99015920727712,-8.39625607632525,7.5348434,0.0025,-9.403238,200.0,5.434597e-20,0.0024999997,59.99015920727712,,100,-8.986953,500,1.0,1.0,400.0,-8.39625607632525,1.0,0.9,-8.39625607632525,500.0,1.0,0.0025
1,49.517931176397525,-7.521831812965721,7.697156,0.0031330348,-9.014616,200.0,5.6184984e-07,0.0019999999,49.517931176397525,0.16968735,100,-8.61929,500,0.82714796,1.1272935,438.52661138338823,-7.521831812965721,1.0991187,0.9,-7.521831812965721,443.5402265740439,1.7217885,0.0015051113
2,56.02937528475919,-8.087588845303829,7.447757,0.01,-8.882832,200.0,3.5044917e-18,0.009999998,56.02937528475919,,100,-8.087588,500,1.0,1.0,100.0,-8.087588845303829,1.0,0.9,-8.087588845303829,500.0,1.0,0.01
2,55.2610593713849,-8.55518726934601,7.4258623,0.005,-8.893275,200.0,2.179301e-19,0.0049999994,55.2610593713849,,100,-8.321388,500,1.0,1.0,200.00000010221265,-8.55518726934601,1.0,0.9,-8.55518726934601,500.0,1.0,0.005
2,57.789218011447865,-9.416210771886686,7.4899325,0.0033333334,-9.159968,200.0,5.4391416e-20,0.0033333336,57.789218011447865,,100,-8.686329,500,1.0,1.0,299.999969473632,-9.416210771886686,1.0,0.9,-9.416210771886686,500.0,1.0,0.0033333334
2,54.000509919070254,-8.61081306952849,7.4458385,0.0025,-9.077634,200.0,5.434597e-20,0.0024999997,54.000509919070254,,100,-8.66745,500,1.0,1.0,400.0,-8.61081306952849,1.0,0.9,-8.61081306952849,500.0,1.0,0.0025
1,55.04495886437996,-8.377354706497137,9.156275,0.0032554045,-8.611087,200.0,2.4087828e-06,0.002,55.04495886437996,0.74353576,100,-8.174359,500,9.795766e-07,1.3895069,312.3064907210379,-8.377354706497137,1.1111741,0.9,-8.377354706497137,359.8398734251605,1.8086605,1.763138e-09
2,49.05784171336029,-7.688363811782055,6.9690213,0.01,-8.42269,200.0,3.5044917e-18,0.009999998,49.05784171336029,,100,-7.6883636,500,1.0,1.0,100.0,-7.688363811782055,1.0,0.9,-7.688363811782055,500.0,1.0,0.01
2,58.36508465410303,-9.451937390701529,7.3451953,0.005,-9.15374,200.0,2.179301e-19,0.0049999994,58.36508465410303,,100,-8.57015,500,1.0,1.0,200.00000010221265,-9.451937390701529,1.0,0.9,-9.451937390701529,500.0,1.0,0.005
2,59.38490267609463,-7.974999504655858,7.4594684,0.0033333334,-8.848267,200.0,5.4391416e-20,0.0033333336,59.38490267609463,,100,-8.371768,500,1.0,1.0,299.999969473632,-7.974999504655858,1.0,0.9,-7.974999504655858,500.0,1.0,0.0033333334
2,44.22643273837058,-7.18810970534769,7.2760897,0.0025,-8.488512,200.0,5.434597e-20,0.0024999997,44.22643273837058,,100,-8.075852,500,1.0,1.0,400.0,-7.18810970534769,1.0,0.9,-7.18810970534769,500.0,1.0,0.0025
1,64.43061319786266,-9.15952950052855,11.513152,0.009283311,-8.45241,200.0,6.569462e-06,0.0020000003,64.43061319786266,3.20126,100,-8.016384,500,0.76774216,1.3937325,189.45985672485392,-9.15952950052855,1.3961289,0.9,-9.15952950052855,358.748886795816,6.4803495,0.0010998156
2,54.430878197666445,-7.953355674256551,7.3407474,0.01,-8.771616,200.0,3.5044917e-18,0.009999998,54.430878197666445,,100,-7.9533553,500,1.0,1.0,100.0,-7.953355674256551,1.0,0.9,-7.953355674256551,500.0,1.0,0.01
2,64.11382704997763,-7.818399724149779,7.66056,0.005,-8.469011,200.0,2.179301e-19,0.0049999994,64.11382704997763,,100,-7.8858776,500,1.0,1.0,200.00000010221265,-7.818399724149779,1.0,0.9,-7.818399724149779,500.0,1.0,0.005
2,54.81441226263953,-7.819857331717851,7.563895,0.0033333334,-8.339997,200.0,5.4391416e-20,0.0033333336,54.81441226263953,,100,-7.8638706,500,1.0,1.0,299.999969473632,-7.819857331717851,1.0,0.9,-7.819857331717851,500.0,1.0,0.0033333334
2,62.572232824659395,-9.225512034654189,7.66444,0.0025,-8.62038,200.0,5.434597e-20,0.0024999997,62.572232824659395,,100,-8.204281,500,1.0,1.0,400.0,-9.225512034654189,1.0,0.9,-9.225512034654189,500.0,1.0,0.0025
1,61.660424062832945,-7.962514619608546,8.382791,0.0024284844,-8.432164,200.0,7.8427985e-07,0.0019999999,61.660424062832945,0.24762893,100,-8.036858,500,0.09738023,1.1281927,418.1729033291861,-7.962514619608546,1.1238159,0.9,-7.962514619608546,443.18671474517134,1.3645847,0.0001733028
2,52.979218791948,-7.989061501988495,7.2421975,0.01,-8.8049755,200.0,3.5044917e-18,0.009999998,52.979218791948,,100,-7.9890614,500,1.0,1.0,100.0,-7.989061501988495,1.0,0.9,-7.989061501988495,500.0,1.0,0.01
2,53.677430044559024,-7.714751331718054,7.267314,0.005,-8.438074,200.0,2.179301e-19,0.0049999994,53.677430044559024,,100,-7.8519063,500,1.0,1.0,200.00000010221265,-7.714751331718054,1.0,0.9,-7.714751331718054,500.0,1.0,0.005
2,56.135280836047656,-8.158593567104981,7.331765,0.0033333334,-8.43274,200.0,5.4391416e-20,0.0033333336,56.135280836047656,,100,-7.954136,500,1.0,1.0,299.999969473632,-8.158593567104981,1.0,0.9,-8.158593567104981,500.0,1.0,0.0033333334
2,51.725540456978024,-8.752812865037983,7.2964206,0.0025,-8.568288,200.0,5.434597e-20,0.0024999997,51.725540456978024,,100,-8.153805,500,1.0,1.0,400.0,-8.752812865037983,1.0,0.9,-8.752812865037983,500.0,1.0,0.0025
1,55.193576428171184,-8.488457911691393,7.5741014,0.0021841505,-8.552051,200.0,3.3536085e-07,0.0020000003,55.193576428171184,0.10089893,100,-8.1717,500,0.10011283,1.0494232,461.39388104518747,-8.488457911691393,1.0970265,0.9,-8.488457911691393,476.4521992002908,1.1980355,0.00018251671
2,60.98705749284727,-9.008286216937893,7.7702756,0.01,-9.795963,200.0,3.5044917e-18,0.009999998,60.98705749284727,,100,-9.0082855,500,1.0,1.0,100.0,-9.008286216937893,1.0,0.9,-9.008286216937893,500.0,1.0,0.01
2,58.397217608958016,-8.552254134923807,7.690722,0.005,-9.368227,200.0,2.179301e-19,0.0049999994,58.397217608958016,,100,-8.780271,500,1.0,1.0,200.00000010221265,-8.552254134923807,1.0,0.9,-8.552254134923807,500.0,1.0,0.005
2,65.33191349822586,-9.702062837780787,7.8217535,0.0033333334,-9.567599,200.0,5.4391416e-20,0.0033333336,65.33191349822586,,100,-9.087535,500,1.0,1.0,299.999969473632,-9.702062837780787,1.0,0.9,-9.702062837780787,500.0,1.0,0.0033333334
2,60.575397758879085,-9.368320906368835,7.8033366,0.0025,-9.573479,200.0,5.434597e-20,0.0024999997,60.575397758879085,,100,-9.157731,500,1.0,1.0,400.0,-9.368320906368835,1.0,0.9,-9.368320906368835,500.0,1.0,0.0025
1,52.73260660125573,-7.697248593685787,7.812647,0.0020871325,-9.221395,200.0,1.5087706e-07,0.0020000006,52.73260660125573,0.04326107,100,-8.845748,500,0.14558263,1.0204898,481.8608144663963,-7.697248593685787,1.0709447,0.9,-7.697248593685787,489.960795463904,1.1176018,0.00027187704
2,52.978106590858346,-8.123666598382586,7.2421217,0.01,-8.955144,200.0,3.5044917e-18,0.009999998,52.978106590858346,,100,-8.123666,500,1.0,1.0,100.0,-8.123666598382586,1.0,0.9,-8.123666598382586,500.0,1.0,0.01
2,58.88612361739382,-8.984225120958069,7.453719,0.005,-9.14189,200.0,2.179301e-19,0.0049999994,58.88612361739382,,100,-8.553946,500,1.0,1.0,200.00000010221265,-8.984225120958069,1.0,0.9,-8.984225120958069,500.0,1.0,0.005
2,50.554608802796096,-8.51173041030767,7.3295317,0.0033333334,-9.019928,200.0,5.4391416e-20,0.0033333336,50.554608802796096,,100,-8.539874,500,1.0,1.0,299.999969473632,-8.51173041030767,1.0,0.9,-8.51173041030767,500.0,1.0,0.0033333334
