BatchSize,MinNormIw,VarNormIw,AvgNormIw,VarRet,VarDiscRet,J,eRenyi2,VarJ,AvgVanillaIw,ESSClassic,VanillaAvgRet,MaxVanillaIw,MaxNormIw,AvgDiscRet,AvgEpLen,VarVanillaIw,MinVanillaIw,ESSRenyi,Bound,AvgRet
500,0.002,5.431875e-20,0.0020000003,0.004701087603421711,0.004701087603421711,4999.9287,1.0,0.06849612,1.0,500.00000664260017,4999.92780424706,1.0,0.002,4999.92780424706,500.0,,1.0,500.0,4811.7363,4999.92780424706
500,0.002,5.431875e-20,0.0020000003,0.004861006847188723,0.004861006847188723,4999.9346,1.0,0.06966404,1.0,500.00000664260017,4999.9340864960495,1.0,0.002,4999.9340864960495,500.0,,1.0,500.0,4811.742,4999.9340864960495
500,0.002,5.431875e-20,0.0020000003,0.004686033250248011,0.004686033250248011,4999.9326,1.0,0.068396494,1.0,500.00000664260017,4999.9315793176465,1.0,0.002,4999.9315793176465,500.0,,1.0,500.0,4811.74,4999.9315793176465
500,0.002,5.431875e-20,0.0020000003,0.0056324938176975994,0.0056324938176975994,4999.926,1.0,0.074969895,1.0,500.00000664260017,4999.9252849502,1.0,0.002,4999.9252849502,500.0,,1.0,500.0,4811.7334,4999.9252849502
500,0.002,5.431875e-20,0.0020000003,0.00480674494800617,0.00480674494800617,4999.9277,1.0,0.06926532,1.0,500.00000664260017,4999.926784265271,1.0,0.002,4999.926784265271,500.0,,1.0,500.0,4811.7354,4999.926784265271
500,0.0019980627,5.0895953e-14,0.002,0.007749951566398814,0.007749951566398814,4999.929,1.0,0.08790915,0.9999944,499.9999358574308,4999.928742517728,1.0001339,0.002000279,4999.928742517728,500.0,1.27239765e-08,0.9990257,500.0,4811.737,4999.928742517728
500,0.002,5.431875e-20,0.0020000003,0.006043316238838144,0.006043316238838144,4999.931,1.0,0.07765999,1.0,500.00000664260017,4999.930517927308,1.0,0.002,4999.930517927308,500.0,,1.0,500.0,4811.739,4999.930517927308
500,0.002,5.431875e-20,0.0020000003,0.004684556660882334,0.004684556660882334,4999.9263,1.0,0.06839351,1.0,500.00000664260017,4999.92538428276,1.0,0.002,4999.92538428276,500.0,,1.0,500.0,4811.734,4999.92538428276
500,0.002,5.431875e-20,0.0020000003,0.004923085625652476,0.004923085625652476,4999.9263,1.0,0.07009205,1.0,500.00000664260017,4999.926332080255,1.0,0.002,4999.926332080255,500.0,,1.0,500.0,4811.734,4999.926332080255
500,0.0019964243,1.040366e-12,0.002,0.00557773018850062,0.00557773018850062,4999.926,1.0000002,0.0745791,1.0000435,499.9997904803355,4999.92530963832,1.0015873,0.0020030874,4999.92530963832,500.0,2.601139e-07,0.9982555,499.99988079073887,4811.7334,4999.92530963832
500,0.002,5.431875e-20,0.0020000003,0.005148106685437709,0.005148106685437709,4999.9307,1.0,0.071677886,1.0,500.00000664260017,4999.930225356622,1.0,0.002,4999.930225356622,500.0,,1.0,500.0,4811.7383,4999.930225356622
500,0.0018194378,1.9715714e-08,0.002,49998.61180574962,49998.61180574962,4990.833,1.0044748,203.25069,0.99952817,497.5524350829673,4989.930504798912,1.3103552,0.0026219473,4989.930504798912,499.002,0.0049242782,0.9092897,497.7725875830525,4802.22,4989.930504798912
500,0.002,5.431875e-20,0.0020000003,0.004648113195291068,0.004648113195291068,4999.9326,1.0,0.068116374,1.0,500.00000664260017,4999.931883930948,1.0,0.002,4999.931883930948,500.0,,1.0,500.0,4811.74,4999.931883930948
500,0.002,5.431875e-20,0.0020000003,0.005836879585958448,0.005836879585958448,4999.926,1.0,0.07633814,1.0,500.00000664260017,4999.924886445912,1.0,0.002,4999.924886445912,500.0,,1.0,500.0,4811.7334,4999.924886445912
500,0.0019953242,3.622035e-13,0.0019999999,0.005730395145818851,0.005730395145818851,4999.932,1.0,0.07556847,1.0000001,499.99987281528036,4999.931315839453,1.0004326,0.002000865,4999.931315839453,500.0,9.055092e-08,0.9976622,500.0,4811.7397,4999.931315839453
500,0.002,5.431875e-20,0.0020000003,0.005071982923412206,0.005071982923412206,4999.93,1.0,0.07114744,1.0,500.00000664260017,4999.929672898369,1.0,0.002,4999.929672898369,500.0,,1.0,500.0,4811.738,4999.929672898369
500,0.0019742837,3.6150343e-11,0.002,0.004468319753420979,0.004468319753420979,4999.9307,1.0000091,0.06670632,1.0000836,499.9954500843526,4999.929216164512,1.0044101,0.0020086525,4999.929216164512,500.0,9.03909e-06,0.98722434,499.9954700880376,4811.738,4999.929216164512
500,0.002,5.431875e-20,0.0020000003,0.004751733598326171,0.004751733598326171,4999.9316,1.0,0.06886619,1.0,500.00000664260017,4999.9313846792575,1.0,0.002,4999.9313846792575,500.0,,1.0,500.0,4811.7393,4999.9313846792575
500,0.002,5.431875e-20,0.0020000003,0.020519258076433677,0.020519258076433677,4999.9253,1.0,0.14311436,1.0,500.00000664260017,4999.92471632443,1.0,0.002,4999.92471632443,500.0,,1.0,500.0,4811.733,4999.92471632443
500,0.002,5.431875e-20,0.0020000003,0.005190659947533112,0.005190659947533112,4999.93,1.0,0.07198257,1.0,500.00000664260017,4999.929326222753,1.0,0.002,4999.929326222753,500.0,,1.0,500.0,4811.738,4999.929326222753
500,0.002,5.431875e-20,0.0020000003,0.004944454684869693,0.004944454684869693,4999.9272,1.0,0.07024156,1.0,500.00000664260017,4999.92762091407,1.0,0.002,4999.92762091407,500.0,,1.0,500.0,4811.735,4999.92762091407
500,0.002,5.431875e-20,0.0020000003,0.004740313909599612,0.004740313909599612,4999.932,1.0,0.0687945,1.0,500.00000664260017,4999.931916189547,1.0,0.002,4999.931916189547,500.0,,1.0,500.0,4811.7397,4999.931916189547
500,0.002,5.431875e-20,0.0020000003,0.004674507178906124,0.004674507178906124,4999.93,1.0,0.068307735,1.0,500.00000664260017,4999.929736727408,1.0,0.002,4999.929736727408,500.0,,1.0,500.0,4811.738,4999.929736727408
500,0.001994297,4.208719e-12,0.002,0.004604535265613485,0.004604535265613485,4999.933,1.000001,0.06777451,1.0000526,499.99947755863485,4999.932237234805,1.0031817,0.002006258,4999.932237234805,500.0,1.0522942e-06,0.99720097,499.99952316329654,4811.7407,4999.932237234805
500,0.002,5.431875e-20,0.0020000003,0.005060653381560787,0.005060653381560787,4999.9316,1.0,0.07107663,1.0,500.00000664260017,4999.9313034210245,1.0,0.002,4999.9313034210245,500.0,,1.0,500.0,4811.7393,4999.9313034210245
500,0.002,5.431875e-20,0.0020000003,0.004784986090893853,0.004784986090893853,4999.9326,1.0,0.06910464,1.0,500.00000664260017,4999.932353914816,1.0,0.002,4999.932353914816,500.0,,1.0,500.0,4811.74,4999.932353914816
500,0.002,5.431875e-20,0.0020000003,0.004924966102163436,0.004924966102163436,4999.9316,1.0,0.070100084,1.0,500.00000664260017,4999.930933266857,1.0,0.002,4999.930933266857,500.0,,1.0,500.0,4811.7393,4999.930933266857
500,0.001994501,1.9102666e-12,0.002,0.004906866120993112,0.004906866120993112,4999.933,1.0000004,0.069955796,0.9999766,499.99977052622745,4999.931958248739,1.0017216,0.0020034902,4999.931958248739,500.0,4.7754617e-07,0.99722713,499.9998211861296,4811.7407,4999.931958248739
500,0.002,5.431875e-20,0.0020000003,0.0046518483269223304,0.0046518483269223304,4999.93,1.0,0.068139896,1.0,500.00000664260017,4999.930094725073,1.0,0.002,4999.930094725073,500.0,,1.0,500.0,4811.738,4999.930094725073
500,0.0019745573,2.5092536e-11,0.002,0.005654309102253915,0.005654309102253915,4999.9297,1.0000049,0.074943945,0.99994475,499.9968874946608,4999.928770802049,1.0035346,0.00200718,4999.928770802049,500.0,6.272447e-06,0.98722416,499.9975562215084,4811.737,4999.928770802049
500,0.00097326224,1.4618194e-08,0.002,1843.3133081357519,1843.3133081357519,4998.9966,1.0037796,20.893639,1.0022616,498.18306652714926,4998.01051348952,1.06635,0.0021278874,4998.01051348952,499.81,0.0036710973,0.4877317,498.11729111289674,4810.449,4998.01051348952
500,0.002,5.431875e-20,0.0020000003,0.004413309950675681,0.004413309950675681,4999.9316,1.0,0.06636695,1.0,500.00000664260017,4999.931527340423,1.0,0.002,4999.931527340423,500.0,,1.0,500.0,4811.7393,4999.931527340423
500,0.002,5.431875e-20,0.0020000003,0.004630004726107268,0.004630004726107268,4999.9253,1.0,0.067974016,1.0,500.00000664260017,4999.925164723908,1.0,0.002,4999.925164723908,500.0,,1.0,500.0,4811.733,4999.925164723908
500,0.0019925442,2.9536666e-12,0.002,0.0045019084196001626,0.0045019084196001626,4999.9336,1.0000005,0.06700039,0.99999815,499.99962567424524,4999.932790834479,1.0014514,0.0020029065,4999.932790834479,500.0,7.3841096e-07,0.99627024,499.9997615815346,4811.741,4999.932790834479
500,0.0019984632,1.2108823e-13,0.002,0.005351223800865629,0.005351223800865629,4999.93,1.0,0.07306715,1.0000043,499.99992884342544,4999.929303431213,1.0003006,0.0020005926,4999.929303431213,500.0,3.0271963e-08,0.9992358,500.0,4811.738,4999.929303431213
500,0.0019893448,4.36479e-12,0.002,0.0058846711242711335,0.0058846711242711335,4999.9272,1.0000027,0.0765425,0.9999406,499.9995001348519,4999.926442659723,1.0016878,0.0020034947,4999.926442659723,500.0,1.0910661e-06,0.9946133,499.99862909692894,4811.735,4999.926442659723
500,0.002,5.431875e-20,0.0020000003,0.004301231960700124,0.004301231960700124,4999.9263,1.0,0.06550525,1.0,500.00000664260017,4999.925619292231,1.0,0.002,4999.925619292231,500.0,,1.0,500.0,4811.734,4999.925619292231
500,0.001990354,1.200386e-11,0.002,0.0050604435001717005,0.0050604435001717005,4999.9307,1.0000006,0.07101576,1.0000095,499.9985245443937,4999.930024459561,1.0054737,0.0020109282,4999.930024459561,500.0,3.0010292e-06,0.9951864,499.99970197695376,4811.7383,4999.930024459561
500,0.002,5.431875e-20,0.0020000003,0.00491583964883053,0.00491583964883053,4999.9287,1.0,0.07003995,1.0,500.00000664260017,4999.928319669375,1.0,0.002,4999.928319669375,500.0,,1.0,500.0,4811.7363,4999.928319669375
500,0.0012414317,5.2734862e-08,0.002,49998.674509205244,49998.674509205244,4992.421,1.0126537,167.92937,1.0041364,493.5067086481081,4989.933643321173,1.3437829,0.0026764947,4989.933643321173,499.002,0.013293009,0.62328345,493.752203565612,4803.042,4989.933643321173
500,0.002,5.431875e-20,0.0020000003,0.004474950365281277,0.004474950365281277,4999.9316,1.0,0.0668176,1.0,500.00000664260017,4999.931242512728,1.0,0.002,4999.931242512728,500.0,,1.0,500.0,4811.7393,4999.931242512728
500,0.0006876611,8.420308e-08,0.0019999999,49998.60135798835,49998.60135798835,4994.346,1.0204537,124.90303,1.0040205,489.7118558215831,4989.929957987463,1.2371557,0.0024644032,4989.929957987463,499.002,0.02122038,0.34521294,489.978138325499,4804.2393,4989.929957987463
500,0.001998142,1.6851966e-13,0.002,0.004382006823276855,0.004382006823276855,4999.934,1.0,0.06611855,0.9999943,499.99998438583106,4999.933529601445,1.0005703,0.0020011521,4999.933529601445,500.0,4.2129074e-08,0.99906534,500.0,4811.7417,4999.933529601445
500,0.001986444,1.4350522e-11,0.002,0.004058671886831849,0.004058671886831849,4999.9375,1.0000033,0.06360049,1.0000836,499.9981551435886,4999.936670153068,1.0048804,0.0020095927,4999.936670153068,500.0,3.5882242e-06,0.9933051,499.99833107551694,4811.745,4999.936670153068
500,0.0019959495,4.8542724e-13,0.002,0.005187868582123876,0.005187868582123876,4999.931,1.0000001,0.07194414,1.000001,499.9998743153346,4999.930211798878,1.0006148,0.0020012276,4999.930211798878,500.0,1.2135636e-07,0.9979757,499.99994039536233,4811.739,4999.930211798878
500,0.0019851923,2.339997e-11,0.0019999999,0.004858955652510054,0.004858955652510054,4999.9316,1.0000056,0.06952362,0.9998584,499.9970159098958,4999.93054254747,1.0057719,0.0020118286,4999.93054254747,500.0,5.8483415e-06,0.9924556,499.99719859739133,4811.739,4999.93054254747
500,0.002,5.431875e-20,0.0020000003,0.004969225615043291,0.004969225615043291,4999.928,1.0,0.070427746,1.0,500.00000664260017,4999.927743474793,1.0,0.002,4999.927743474793,500.0,,1.0,500.0,4811.736,4999.927743474793
500,0.002,5.431875e-20,0.0020000003,0.004312641244113517,0.004312641244113517,4999.9365,1.0,0.06561734,1.0,500.00000664260017,4999.936202268068,1.0,0.002,4999.936202268068,500.0,,1.0,500.0,4811.744,4999.936202268068
500,0.002,5.431875e-20,0.0020000003,0.0052055713839694795,0.0052055713839694795,4999.9316,1.0,0.07209129,1.0,500.00000664260017,4999.930833151659,1.0,0.002,4999.930833151659,500.0,,1.0,500.0,4811.7393,4999.930833151659
500,0.002,5.431875e-20,0.0020000003,0.004625593189491953,0.004625593189491953,4999.9355,1.0,0.06794318,1.0,500.00000664260017,4999.934657613166,1.0,0.002,4999.934657613166,500.0,,1.0,500.0,4811.743,4999.934657613166
500,0.002,5.431875e-20,0.0020000003,0.0047823008882056685,0.0047823008882056685,4999.931,1.0,0.06908611,1.0,500.00000664260017,4999.930743938996,1.0,0.002,4999.930743938996,500.0,,1.0,500.0,4811.739,4999.930743938996
500,0.002,5.431875e-20,0.0020000003,0.0046546091153493035,0.0046546091153493035,4999.9277,1.0,0.068157226,1.0,500.00000664260017,4999.927131932884,1.0,0.002,4999.927131932884,500.0,,1.0,500.0,4811.7354,4999.927131932884
500,0.002,5.431875e-20,0.0020000003,0.00496982901429276,0.00496982901429276,4999.927,1.0,0.07043611,1.0,500.00000664260017,4999.926334352621,1.0,0.002,4999.926334352621,500.0,,1.0,500.0,4811.7344,4999.926334352621
500,0.002,5.431875e-20,0.0020000003,0.005344953335354857,0.005344953335354857,4999.922,1.0,0.0730395,1.0,500.00000664260017,4999.921394024106,1.0,0.002,4999.921394024106,500.0,,1.0,500.0,4811.7295,4999.921394024106
500,0.0019863942,8.984909e-12,0.002,0.004857614048857335,0.004857614048857335,4999.9297,1.0000036,0.06959427,0.99991214,499.9988409645527,4999.928445874592,1.0035466,0.0020072695,4999.928445874592,500.0,2.2458391e-06,0.9931098,499.9982118670516,4811.7373,4999.928445874592
500,0.0015670506,2.365691e-08,0.002,49998.53289416236,49998.53289416236,4991.101,1.005739,197.17706,0.9998569,497.0660737702127,4989.926546539276,1.3254927,0.002651365,4989.926546539276,499.002,0.0059125344,0.7834132,497.1468871307079,4802.3696,4989.926546539276
500,0.0019984902,1.636926e-13,0.002,0.005053732695223238,0.005053732695223238,4999.9277,1.0,0.07101587,0.9999904,499.99997763594274,4999.926532774344,1.0003368,0.0020006928,4999.926532774344,500.0,4.092248e-08,0.9992356,500.0,4811.7354,4999.926532774344
500,0.002,5.431875e-20,0.0020000003,0.004732124019849232,0.004732124019849232,4999.93,1.0,0.06871942,1.0,500.00000664260017,4999.929692980204,1.0,0.002,4999.929692980204,500.0,,1.0,500.0,4811.738,4999.929692980204
500,0.002,5.431875e-20,0.0020000003,0.004736030192273321,0.004736030192273321,4999.9243,1.0,0.068744585,1.0,500.00000664260017,4999.924197292253,1.0,0.002,4999.924197292253,500.0,,1.0,500.0,4811.732,4999.924197292253
500,0.002,5.431875e-20,0.0020000003,0.0054120617722937595,0.0054120617722937595,4999.9307,1.0,0.0734972,1.0,500.00000664260017,4999.92978783409,1.0,0.002,4999.92978783409,500.0,,1.0,500.0,4811.7383,4999.92978783409
500,0.0019987873,8.381521e-14,0.0019999999,0.0056241617031400504,0.0056241617031400504,4999.9277,1.0,0.074911885,0.999993,499.99995787164073,4999.927072512256,1.0003365,0.002000687,4999.927072512256,500.0,2.0953228e-08,0.9993867,500.0,4811.7354,4999.927072512256
500,0.0019965195,8.144795e-13,0.002,0.004593999343039702,0.004593999343039702,4999.926,1.0000001,0.067709334,0.9999621,499.99989136269875,4999.9249338950995,1.0016383,0.0020033526,4999.9249338950995,500.0,2.0360244e-07,0.99822193,499.99994039536233,4811.7334,4999.9249338950995
500,0.0019955633,5.012436e-13,0.0020000003,0.004827623939330756,0.004827623939330756,4999.931,1.0000001,0.069388226,1.0000019,499.99991258640637,4999.930472152485,1.0009344,0.0020018648,4999.930472152485,500.0,1.2531241e-07,0.9977836,499.99994039536233,4811.739,4999.930472152485
500,0.002,5.431875e-20,0.0020000003,0.004778732230005821,0.004778732230005821,4999.936,1.0,0.0690598,1.0,500.00000664260017,4999.93563378911,1.0,0.002,4999.93563378911,500.0,,1.0,500.0,4811.7437,4999.93563378911
500,0.002,5.431875e-20,0.0020000003,0.004460204219280182,0.004460204219280182,4999.934,1.0,0.066714585,1.0,500.00000664260017,4999.9338897853695,1.0,0.002,4999.9338897853695,500.0,,1.0,500.0,4811.7417,4999.9338897853695
500,0.002,5.431875e-20,0.0020000003,0.003895075755777361,0.003895075755777361,4999.934,1.0,0.062350795,1.0,500.00000664260017,4999.9335145849855,1.0,0.002,4999.9335145849855,500.0,,1.0,500.0,4811.7417,4999.9335145849855
500,0.0019897062,1.3015287e-11,0.002,0.004587101560477669,0.004587101560477669,4999.9287,1.0000032,0.06761357,1.0001106,499.99834875365855,4999.92808078935,1.0046906,0.0020091592,4999.92808078935,500.0,3.254545e-06,0.99496317,499.9983906797709,4811.7363,4999.92808078935
500,0.0019992392,1.5103333e-13,0.002,0.005131667296725595,0.005131667296725595,4999.929,1.0,0.07158184,1.0000104,500.000000377899,4999.928323465584,1.0007131,0.0020014055,4999.928323465584,500.0,3.7758735e-08,0.99962986,500.0,4811.737,4999.928323465584
500,0.002,5.431875e-20,0.0020000003,0.004329438514749961,0.004329438514749961,4999.93,1.0,0.06573251,1.0,500.00000664260017,4999.92948287534,1.0,0.002,4999.92948287534,500.0,,1.0,500.0,4811.738,4999.92948287534
