VanillaAvgRet,MaxNormIw,VarDiscRet,BatchSize,IterType,eRenyi2,MinVanillaIw,AvgDiscRet,ESSClassic,VarRet,VarVanillaIw,Delta,AvgEpLen,VarJ,J,Bound,MinNormIw,AvgRet,AvgVanillaIw,MaxVanillaIw,VarNormIw,ESSRenyi,AvgNormIw,EpsThisIter
-6.813341714859826,0.005,46.70651340875777,500,2,1.0,1.0,-6.813341714859826,200.00000010221265,46.70651340875777,,0.9,200.0,6.6836424,-6.8908443,-7.445798,0.005,-6.813341714859826,1.0,1.0,2.179301e-19,500.0,0.0049999994,100
-7.447248880017297,0.0033333334,50.91851917472829,500,2,1.0,1.0,-7.447248880017297,299.999969473632,50.91851917472829,,0.9,200.0,6.8302727,-7.076313,-7.5294304,0.0033333334,-7.447248880017297,1.0,1.0,5.4391416e-20,500.0,0.0033333336,100
-7.364585480635088,0.0025,42.25030181589362,500,2,1.0,1.0,-7.364585480635088,400.0,42.25030181589362,,0.9,200.0,6.742552,-7.148381,-7.5407925,0.0025,-7.364585480635088,1.0,1.0,5.434597e-20,500.0,0.0024999997,100
-8.007266363458156,0.25713027,47.838543306778774,500,1,59.298775,,-8.007266363458156,5.9453614289736,47.838543306778774,35.41848,0.9,200.0,26.684572,-4.0497394,-6.752511,,-8.007266363458156,0.65220165,83.850395,0.0003330628,8.431877426934172,0.002,100
-7.322968016464833,0.01,45.58797334400412,500,2,1.0,1.0,-7.322968016464833,100.0,45.58797334400412,,0.9,200.0,6.7180424,-7.3229685,-8.1092205,0.01,-7.322968016464833,1.0,1.0,3.5044917e-18,500.0,0.009999998,100
-8.014442537430849,0.005,54.500752516106054,500,2,1.0,1.0,-8.014442537430849,200.00000010221265,54.500752516106054,,0.9,200.0,7.0472302,-7.6687055,-8.226456,0.005,-8.014442537430849,1.0,1.0,2.179301e-19,500.0,0.0049999994,100
-6.902741764282298,0.0033333334,43.05336310230612,500,2,1.0,1.0,-6.902741764282298,299.999969473632,43.05336310230612,,0.9,200.0,6.888175,-7.4133835,-7.868785,0.0033333334,-6.902741764282298,1.0,1.0,5.4391416e-20,500.0,0.0033333336,100
-7.080715319011023,0.0025,47.74304774216687,500,2,1.0,1.0,-7.080715319011023,400.0,47.74304774216687,,0.9,200.0,6.88639,-7.330217,-7.724606,0.0025,-7.080715319011023,1.0,1.0,5.434597e-20,500.0,0.0024999997,100
-8.466738710704528,0.019577716,57.229730025415826,500,1,1.995353,0.033740923,-8.466738710704528,237.82808020551906,57.229730025415826,1.1192638,0.9,200.0,9.3356495,-7.063899,-7.5621862,6.703736e-05,-8.466738710704528,1.0066304,9.853762,4.4182716e-06,250.5822298815992,0.0020000003,100
-8.687271223662254,0.01,57.09155238118588,500,2,1.0,1.0,-8.687271223662254,100.0,57.09155238118588,,0.9,200.0,7.51802,-8.68727,-9.46148,0.01,-8.687271223662254,1.0,1.0,3.5044917e-18,500.0,0.009999998,100
-7.3805841538384325,0.005,57.326882437442286,500,2,1.0,1.0,-7.3805841538384325,200.00000010221265,57.326882437442286,,0.9,200.0,7.5540705,-8.033928,-8.583575,0.005,-7.3805841538384325,1.0,1.0,2.179301e-19,500.0,0.0049999994,100
-7.860275274001383,0.0033333334,48.885892738187195,500,2,1.0,1.0,-7.860275274001383,299.999969473632,48.885892738187195,,0.9,200.0,7.3608217,-7.9760437,-8.424829,0.0033333334,-7.860275274001383,1.0,1.0,5.4391416e-20,500.0,0.0033333336,100
-6.330326476280564,0.0025,47.07131004681594,500,2,1.0,1.0,-6.330326476280564,400.0,47.07131004681594,,0.9,200.0,7.265965,-7.5646143,-7.953274,0.0025,-6.330326476280564,1.0,1.0,5.434597e-20,500.0,0.0024999997,100
-8.256669708010369,0.0056324354,47.47468245282531,500,1,2.3995159,5.3731307e-17,-8.256669708010369,181.10805375892727,47.47468245282531,2.4451385,0.9,200.0,11.509986,-6.7033935,-7.2418814,9.1283704e-20,-8.256669708010369,1.1772376,3.3153577,7.0572437e-06,208.3753672262718,0.0020000006,100
-8.247128288035745,0.01,52.00072757495128,500,2,1.0,1.0,-8.247128288035745,100.0,52.00072757495128,,0.9,200.0,7.175007,-8.247128,-9.029937,0.01,-8.247128288035745,1.0,1.0,3.5044917e-18,500.0,0.009999998,100
-8.096090743915966,0.005,53.04981417020518,500,2,1.0,1.0,-8.096090743915966,200.00000010221265,53.04981417020518,,0.9,200.0,7.211499,-8.17161,-8.72772,0.005,-8.096090743915966,1.0,1.0,2.179301e-19,500.0,0.0049999994,100
-7.202604267702296,0.0033333334,41.1544581725743,500,2,1.0,1.0,-7.202604267702296,299.999969473632,41.1544581725743,,0.9,200.0,6.9613295,-7.8486075,-8.30267,0.0033333334,-7.202604267702296,1.0,1.0,5.4391416e-20,500.0,0.0033333336,100
-9.040622755879735,0.0025,65.61534709550509,500,2,1.0,1.0,-9.040622755879735,400.0,65.61534709550509,,0.9,200.0,7.26989,-8.146612,-8.541398,0.0025,-9.040622755879735,1.0,1.0,5.434597e-20,500.0,0.0024999997,100
-6.981876989157506,0.008470403,41.11959982306427,500,1,1.7220086,0.7424526,-6.981876989157506,192.92470404834256,41.11959982306427,3.4065757,0.9,200.0,10.19756,-7.241638,-7.7050047,0.0010160215,-6.981876989157506,1.46149,6.189705,6.379495e-06,290.3585987232486,0.0019999999,100
-7.2049110574238515,0.01,51.766413170986105,500,2,1.0,1.0,-7.2049110574238515,100.0,51.766413170986105,,0.9,200.0,7.158823,-7.204911,-7.9908195,0.01,-7.2049110574238515,1.0,1.0,3.5044917e-18,500.0,0.009999998,100
-8.173794824311264,0.005,57.250490977751845,500,2,1.0,1.0,-8.173794824311264,200.00000010221265,57.250490977751845,,0.9,200.0,7.3619328,-7.689353,-8.245074,0.005,-8.173794824311264,1.0,1.0,2.179301e-19,500.0,0.0049999994,100
-8.182288258028576,0.0033333334,57.28478334797882,500,2,1.0,1.0,-8.182288258028576,299.999969473632,57.28478334797882,,0.9,200.0,7.422264,-7.8536654,-8.307409,0.0033333334,-8.182288258028576,1.0,1.0,5.4391416e-20,500.0,0.0033333336,100
-7.90112714574076,0.0025,51.769212453902576,500,2,1.0,1.0,-7.90112714574076,400.0,51.769212453902576,,0.9,200.0,7.357364,-7.86553,-8.259091,0.0025,-7.90112714574076,1.0,1.0,5.434597e-20,500.0,0.0024999997,100
-8.921074329537895,0.13950789,59.98909472759861,500,1,2.8335507,0.71876335,-8.921074329537895,24.728516410597955,59.98909472759861,48.466404,0.9,200.0,17.210316,-6.7633257,-7.3566623,0.0009061542,-8.921074329537895,1.5864041,110.657936,7.703235e-05,176.45705138836055,0.002,100
-8.776592451571199,0.01,56.2976715813804,500,2,1.0,1.0,-8.776592451571199,100.0,56.2976715813804,,0.9,200.0,7.4655666,-8.776592,-9.55532,0.01,-8.776592451571199,1.0,1.0,3.5044917e-18,500.0,0.009999998,100
-8.7587575631325,0.005,49.781277862916326,500,2,1.0,1.0,-8.7587575631325,200.00000010221265,49.781277862916326,,0.9,200.0,7.2463202,-8.767675,-9.321408,0.005,-8.7587575631325,1.0,1.0,2.179301e-19,500.0,0.0049999994,100
-7.857724500187605,0.0033333334,43.67919136978908,500,2,1.0,1.0,-7.857724500187605,299.999969473632,43.67919136978908,,0.9,200.0,7.043028,-8.464357,-8.916479,0.0033333334,-7.857724500187605,1.0,1.0,5.4391416e-20,500.0,0.0033333336,100
-7.13044579631732,0.0025,47.24801001266398,500,2,1.0,1.0,-7.13044579631732,400.0,47.24801001266398,,0.9,200.0,7.0164576,-8.13088,-8.5224285,0.0025,-7.13044579631732,1.0,1.0,5.434597e-20,500.0,0.0024999997,100
-8.425190070769261,0.0029337264,51.53455165991072,500,1,1.2079709,0.0015545962,-8.425190070769261,371.1291560375897,51.53455165991072,0.36831945,0.9,200.0,8.30053,-8.127239,-8.512149,3.0219335e-06,-8.425190070769261,1.0288752,1.5092193,1.3917434e-06,413.9172703098352,0.002,100
-7.6405315080763065,0.01,47.15924570168094,500,2,1.0,1.0,-7.6405315080763065,100.0,47.15924570168094,,0.9,200.0,6.832836,-7.6405315,-8.413643,0.01,-7.6405315080763065,1.0,1.0,3.5044917e-18,500.0,0.009999998,100
-8.864523099680005,0.005,60.581557827460976,500,2,1.0,1.0,-8.864523099680005,200.00000010221265,60.581557827460976,,0.9,200.0,7.3284535,-8.252527,-8.809484,0.005,-8.864523099680005,1.0,1.0,2.179301e-19,500.0,0.0049999994,100
-7.626206346301883,0.0033333334,39.458653452402075,500,2,1.0,1.0,-7.626206346301883,299.999969473632,39.458653452402075,,0.9,200.0,6.99376,-8.043755,-8.4985075,0.0033333334,-7.626206346301883,1.0,1.0,5.4391416e-20,500.0,0.0033333336,100
-7.376969995110663,0.0025,43.84272277417137,500,2,1.0,1.0,-7.376969995110663,400.0,43.84272277417137,,0.9,200.0,6.900648,-7.877057,-8.271428,0.0025,-7.376969995110663,1.0,1.0,5.434597e-20,500.0,0.0024999997,100
-7.620247301139763,0.004093399,46.56722773657798,500,1,1.1612378,0.8142326,-7.620247301139763,389.3342561688238,46.56722773657798,0.35585395,0.9,200.0,7.637647,-7.7504153,-8.130527,0.0014568762,-7.620247301139763,1.1177787,2.287757,1.139253e-06,430.5750162018542,0.0019999996,100
-7.4972378144622045,0.01,46.084387075684454,500,2,1.0,1.0,-7.4972378144622045,100.0,46.084387075684454,,0.9,200.0,6.75452,-7.4972377,-8.257817,0.01,-7.4972378144622045,1.0,1.0,3.5044917e-18,500.0,0.009999998,100
-8.625704855519094,0.005,59.40253051867177,500,2,1.0,1.0,-8.625704855519094,200.00000010221265,59.40253051867177,,0.9,200.0,7.2480607,-8.061472,-8.611384,0.005,-8.625704855519094,1.0,1.0,2.179301e-19,500.0,0.0049999994,100
-7.254872315364235,0.0033333334,46.57791691475623,500,2,1.0,1.0,-7.254872315364235,299.999969473632,46.57791691475623,,0.9,200.0,7.109023,-7.7926054,-8.241607,0.0033333334,-7.254872315364235,1.0,1.0,5.4391416e-20,500.0,0.0033333336,100
-8.768795188955657,0.0025,55.54178561351452,500,2,1.0,1.0,-8.768795188955657,400.0,55.54178561351452,,0.9,200.0,7.1992316,-8.036653,-8.430225,0.0025,-8.768795188955657,1.0,1.0,5.434597e-20,500.0,0.0024999997,100
-7.264555803586209,0.026039993,43.253568947492575,500,1,1.1938201,0.8042018,-7.264555803586209,352.83167970504877,43.253568947492575,0.49757212,0.9,200.0,7.479437,-7.8327823,-8.217409,0.0014740931,-7.264555803586209,1.091114,14.206301,1.6717671e-06,418.8235665344482,0.0020000003,100
-9.520105172851741,0.01,57.469930328947605,500,2,1.0,1.0,-9.520105172851741,100.0,57.469930328947605,,0.9,200.0,7.542893,-9.520104,-10.30139,0.01,-9.520105172851741,1.0,1.0,3.5044917e-18,500.0,0.009999998,100
-8.788341029384963,0.005,57.196416076829486,500,2,1.0,1.0,-8.788341029384963,200.00000010221265,57.196416076829486,,0.9,200.0,7.542792,-9.1542225,-9.706675,0.005,-8.788341029384963,1.0,1.0,2.179301e-19,500.0,0.0049999994,100
-7.578991180286279,0.0033333334,52.22901894197306,500,2,1.0,1.0,-7.578991180286279,299.999969473632,52.22901894197306,,0.9,200.0,7.464324,-8.629147,-9.080222,0.0033333334,-7.578991180286279,1.0,1.0,5.4391416e-20,500.0,0.0033333336,100
-8.357422905952333,0.0025,50.81675831518201,500,2,1.0,1.0,-8.357422905952333,400.0,50.81675831518201,,0.9,200.0,7.37415,-8.561214,-8.955147,0.0025,-8.357422905952333,1.0,1.0,5.434597e-20,500.0,0.0024999997,100
-9.518864710416114,0.057452146,48.95324692664211,500,1,9.968997,0.00019206507,-9.518864710416114,43.91483308857225,48.95324692664211,24.890135,0.9,200.0,15.065068,-7.6000786,-8.712559,2.4838013e-07,-9.518864710416114,1.5465412,44.426056,4.1625954e-05,50.15549707932968,0.0020000003,100
-7.9599939425087936,0.01,53.82675245690947,500,2,1.0,1.0,-7.9599939425087936,100.0,53.82675245690947,,0.9,200.0,7.2998962,-7.959994,-8.729423,0.01,-7.9599939425087936,1.0,1.0,3.5044917e-18,500.0,0.009999998,100
-8.579748798489096,0.005,58.528672435232,500,2,1.0,1.0,-8.579748798489096,200.00000010221265,58.528672435232,,0.9,200.0,7.464044,-8.269872,-8.827763,0.005,-8.579748798489096,1.0,1.0,2.179301e-19,500.0,0.0049999994,100
-8.091110937182275,0.0033333334,47.570396806211,500,2,1.0,1.0,-8.091110937182275,299.999969473632,47.570396806211,,0.9,200.0,7.2695694,-8.210285,-8.665802,0.0033333334,-8.091110937182275,1.0,1.0,5.4391416e-20,500.0,0.0033333336,100
-6.54710378313778,0.0025,47.68514857347076,500,2,1.0,1.0,-6.54710378313778,400.0,47.68514857347076,,0.9,200.0,7.2080307,-7.794489,-8.188977,0.0025,-6.54710378313778,1.0,1.0,5.434597e-20,500.0,0.0024999997,100
-8.049871678750042,0.002626547,45.109609336881576,500,1,1.084153,0.026171044,-8.049871678750042,429.6858586718281,45.109609336881576,0.15491262,0.9,200.0,7.6870084,-7.787776,-8.155164,5.3850294e-05,-8.049871678750042,0.9719926,1.2764921,6.558747e-07,461.18949457009074,0.0020000003,100
-8.392883254551032,0.01,50.46313232855282,500,2,1.0,1.0,-8.392883254551032,100.0,50.46313232855282,,0.9,200.0,7.068133,-8.392881,-9.179241,0.01,-8.392883254551032,1.0,1.0,3.5044917e-18,500.0,0.009999998,100
-9.196639013591156,0.005,58.52824490275716,500,2,1.0,1.0,-9.196639013591156,200.00000010221265,58.52824490275716,,0.9,200.0,7.356102,-8.794761,-9.351565,0.005,-9.196639013591156,1.0,1.0,2.179301e-19,500.0,0.0049999994,100
-7.8275053060385575,0.0033333334,48.458102098749876,500,2,1.0,1.0,-7.8275053060385575,299.999969473632,48.458102098749876,,0.9,200.0,7.230069,-8.4723425,-8.926971,0.0033333334,-7.8275053060385575,1.0,1.0,5.4391416e-20,500.0,0.0033333336,100
