AvgVanillaIw,MaxVanillaIw,AvgRet,VarRet,VarJ,Delta,VarDiscRet,VanillaAvgRet,ESSClassic,J,AvgEpLen,AvgNormIw,VarNormIw,AvgDiscRet,Bound,EpsThisIter,ESSRenyi,MinVanillaIw,MaxNormIw,MinNormIw,eRenyi2,IterType,VarVanillaIw,BatchSize
1.0,1.0,-9.140922737515243,57.11048707160346,6.98273,0.9,57.11048707160346,-9.140922737515243,299.999969473632,-7.9608097,200.0,0.0033333336,5.4391416e-20,-9.140922737515243,-8.417394,100,500.0,1.0,0.0033333334,0.0033333334,1.0,2,,500
1.0,1.0,-7.049200329254887,46.35752080422123,6.942491,0.9,46.35752080422123,-7.049200329254887,400.0,-7.732907,200.0,0.0024999997,5.434597e-20,-7.049200329254887,-8.12832,100,500.0,1.0,0.0025,0.0025,1.0,2,,500
0.96877337,77.41519,-6.591682375849374,46.60256037777046,23.170332,0.9,46.60256037777046,-6.591682375849374,8.965477236549113,-2.9674883,200.0,0.002,0.00021951692,-6.591682375849374,-5.672245,100,8.72889874039258,,0.15982105,,57.280994,1,51.505363,500
1.0,1.0,-8.229901061103579,48.332894791868654,6.9173384,0.9,48.332894791868654,-8.229901061103579,100.0,-8.229901,200.0,0.009999998,3.5044917e-18,-8.229901061103579,-9.02437,100,500.0,1.0,0.01,0.01,1.0,2,,500
1.0,1.0,-7.295463874364897,45.699338840229714,6.838439,0.9,45.699338840229714,-7.295463874364897,200.00000010221265,-7.762682,200.0,0.0049999994,2.179301e-19,-7.295463874364897,-8.326783,100,500.0,1.0,0.005,0.005,1.0,2,,500
1.0,1.0,-7.682761278952279,47.617714948146144,6.847732,0.9,47.617714948146144,-7.682761278952279,299.999969473632,-7.736043,200.0,0.0033333336,5.4391416e-20,-7.682761278952279,-8.196946,100,500.0,1.0,0.0033333334,0.0033333334,1.0,2,,500
1.0,1.0,-8.030241211559089,60.695461148832024,7.085685,0.9,60.695461148832024,-8.030241211559089,400.0,-7.8095913,200.0,0.0024999997,5.434597e-20,-8.030241211559089,-8.208746,100,500.0,1.0,0.0025,0.0025,1.0,2,,500
1.000746,2.3219874,-8.85934856506927,51.16171027584423,9.139652,0.9,51.16171027584423,-8.85934856506927,293.6318384446332,-7.6149063,200.0,0.002,2.8168836e-06,-8.85934856506927,-8.081431,100,293.51300009496146,4.6538717e-06,0.0046405126,9.300805e-09,1.703502,1,0.7052721,500
1.0,1.0,-8.858376312438933,57.27866838318905,7.53033,0.9,57.27866838318905,-8.858376312438933,100.0,-8.858376,200.0,0.009999998,3.5044917e-18,-8.858376312438933,-9.657591,100,500.0,1.0,0.01,0.01,1.0,2,,500
1.0,1.0,-8.333802016551779,47.664142158358075,7.212176,0.9,47.664142158358075,-8.333802016551779,200.00000010221265,-8.596089,200.0,0.0049999994,2.179301e-19,-8.333802016551779,-9.161221,100,500.0,1.0,0.005,0.005,1.0,2,,500
1.0,1.0,-7.571283262641931,53.06248002868559,7.2402344,0.9,53.06248002868559,-7.571283262641931,299.999969473632,-8.254488,200.0,0.0033333336,5.4391416e-20,-7.571283262641931,-8.715916,100,500.0,1.0,0.0033333334,0.0033333334,1.0,2,,500
1.0,1.0,-8.357100519844865,48.21891732998718,7.1590433,0.9,48.21891732998718,-8.357100519844865,400.0,-8.28014,200.0,0.0024999997,5.434597e-20,-8.357100519844865,-8.679748,100,500.0,1.0,0.0025,0.0025,1.0,2,,500
1.0153801,3.1156607,-8.175604454828978,51.97866160733682,7.45091,0.9,51.97866160733682,-8.175604454828978,453.42186320528253,-8.2253895,200.0,0.002,4.117264e-07,-8.175604454828978,-8.602473,100,449.212227326039,0.83133304,0.0061369343,0.0016374813,1.1130596,1,0.10612216,500
1.0,1.0,-7.848438792964649,52.44793888055887,7.2057934,0.9,52.44793888055887,-7.848438792964649,100.0,-7.8484383,200.0,0.009999998,3.5044917e-18,-7.848438792964649,-8.6331215,100,500.0,1.0,0.01,0.01,1.0,2,,500
1.0,1.0,-7.2004232558915575,42.167466156961375,6.8512483,0.9,42.167466156961375,-7.2004232558915575,200.00000010221265,-7.524431,200.0,0.0049999994,2.179301e-19,-7.2004232558915575,-8.079286,100,500.0,1.0,0.005,0.005,1.0,2,,500
1.0,1.0,-8.117184434918627,46.280491542182304,6.8296204,0.9,46.280491542182304,-8.117184434918627,299.999969473632,-7.7220154,200.0,0.0033333336,5.4391416e-20,-8.117184434918627,-8.175053,100,500.0,1.0,0.0033333334,0.0033333334,1.0,2,,500
1.0,1.0,-8.502284967005995,48.660539623566784,6.8658876,0.9,48.660539623566784,-8.502284967005995,400.0,-7.9170833,200.0,0.0024999997,5.434597e-20,-8.502284967005995,-8.316767,100,500.0,1.0,0.0025,0.0025,1.0,2,,500
1.2644634,46.491417,-8.803982207729677,53.44890382439754,28.288977,0.9,53.44890382439754,-8.803982207729677,14.203601114741582,-4.5552845,200.0,0.002,0.00013708357,-8.803982207729677,-6.605486,100,15.207569069991342,,0.07353541,,32.878365,1,54.7946,500
1.0,1.0,-8.636014652135508,58.3578731983255,7.60094,0.9,58.3578731983255,-8.636014652135508,100.0,-8.636014,200.0,0.009999998,3.5044917e-18,-8.636014652135508,-9.410624,100,500.0,1.0,0.01,0.01,1.0,2,,500
1.0,1.0,-7.029845334961456,48.767637179843504,7.3261223,0.9,48.767637179843504,-7.029845334961456,200.00000010221265,-7.8329296,200.0,0.0049999994,2.179301e-19,-7.029845334961456,-8.380661,100,500.0,1.0,0.005,0.005,1.0,2,,500
1.0,1.0,-6.662369692511211,42.421543754378824,7.077075,0.9,42.421543754378824,-6.662369692511211,299.999969473632,-7.442744,200.0,0.0033333336,5.4391416e-20,-6.662369692511211,-7.901988,100,500.0,1.0,0.0033333334,0.0033333334,1.0,2,,500
1.0,1.0,-8.935696405499996,58.08634082912457,7.235885,0.9,58.08634082912457,-8.935696405499996,400.0,-7.8159814,200.0,0.0024999997,5.434597e-20,-8.935696405499996,-8.213698,100,500.0,1.0,0.0025,0.0025,1.0,2,,500
1.0208344,1.2038261,-7.873820205967839,48.278302586906534,7.6348395,0.9,48.278302586906534,-7.873820205967839,441.1112014436947,-7.8014097,200.0,0.0019999999,5.350749e-07,-7.873820205967839,-8.166237,100,475.3738168934748,0.2605702,0.0023585137,0.0005105043,1.0518038,1,0.13940081,500
1.0,1.0,-7.317910383381957,45.09313898792858,6.6814823,0.9,45.09313898792858,-7.317910383381957,100.0,-7.31791,200.0,0.009999998,3.5044917e-18,-7.317910383381957,-8.055418,100,500.0,1.0,0.01,0.01,1.0,2,,500
1.0,1.0,-7.016212673855088,55.317358049859315,7.051663,0.9,55.317358049859315,-7.016212673855088,200.00000010221265,-7.167061,200.0,0.0049999994,2.179301e-19,-7.016212673855088,-7.7222137,100,500.0,1.0,0.005,0.005,1.0,2,,500
1.0,1.0,-7.350269097227323,44.67777640092179,6.9211097,0.9,44.67777640092179,-7.350269097227323,299.999969473632,-7.228131,200.0,0.0033333336,5.4391416e-20,-7.350269097227323,-7.6814113,100,500.0,1.0,0.0033333334,0.0033333334,1.0,2,,500
1.0,1.0,-7.794284711102689,49.40631407749104,6.9436646,0.9,49.40631407749104,-7.794284711102689,400.0,-7.369669,200.0,0.0024999997,5.434597e-20,-7.794284711102689,-7.7622213,100,500.0,1.0,0.0025,0.0025,1.0,2,,500
1.126795,1.2753265,-8.47325956209035,55.13448972240197,7.4146905,0.9,55.13448972240197,-8.47325956209035,444.4249724667831,-7.4771605,200.0,0.0019999999,5.012009e-07,-8.47325956209035,-7.8426523,100,461.42354136812173,0.057854615,0.0022636352,0.0001026888,1.0836031,1,0.15908954,500
1.0,1.0,-7.133808036758795,47.358353677082015,6.847245,0.9,47.358353677082015,-7.133808036758795,100.0,-7.133808,200.0,0.009999998,3.5044917e-18,-7.133808036758795,-7.899229,100,500.0,1.0,0.01,0.01,1.0,2,,500
1.0,1.0,-7.5190558566891275,54.37095103644333,7.09881,0.9,54.37095103644333,-7.5190558566891275,200.00000010221265,-7.326432,200.0,0.0049999994,2.179301e-19,-7.5190558566891275,-7.8807993,100,500.0,1.0,0.005,0.005,1.0,2,,500
1.0,1.0,-7.813516520346067,47.17737170858562,7.015459,0.9,47.17737170858562,-7.813516520346067,299.999969473632,-7.4887934,200.0,0.0033333336,5.4391416e-20,-7.813516520346067,-7.9491873,100,500.0,1.0,0.0033333334,0.0033333334,1.0,2,,500
1.0,1.0,-8.177251788670148,53.31434575043383,7.0849605,0.9,53.31434575043383,-8.177251788670148,400.0,-7.6609077,200.0,0.0024999997,5.434597e-20,-8.177251788670148,-8.05962,100,500.0,1.0,0.0025,0.0025,1.0,2,,500
2.226049,27.232834,-7.332031898299577,44.64893946405189,19.285728,0.9,44.64893946405189,-7.332031898299577,58.91907483092316,-7.0044227,200.0,0.0020000003,3.0004874e-05,-7.332031898299577,-7.4720044,100,290.847483672046,0.7425956,0.024467418,0.00066718715,1.7191141,1,37.17074,500
1.0,1.0,-7.555734073633261,54.09044941179752,7.3177557,0.9,54.09044941179752,-7.555734073633261,100.0,-7.5557337,200.0,0.009999998,3.5044917e-18,-7.555734073633261,-8.340359,100,500.0,1.0,0.01,0.01,1.0,2,,500
1.0,1.0,-6.544878372830345,39.075477972827876,6.8097425,0.9,39.075477972827876,-6.544878372830345,200.00000010221265,-7.0503063,200.0,0.0049999994,2.179301e-19,-6.544878372830345,-7.6051197,100,500.0,1.0,0.005,0.005,1.0,2,,500
1.0,1.0,-6.998749224566711,47.81477126338804,6.833339,0.9,47.81477126338804,-6.998749224566711,299.999969473632,-7.033121,200.0,0.0033333336,5.4391416e-20,-6.998749224566711,-7.492649,100,500.0,1.0,0.0033333334,0.0033333334,1.0,2,,500
1.0,1.0,-7.243194089502705,43.61792179219064,6.7693872,0.9,43.61792179219064,-7.243194089502705,400.0,-7.085639,200.0,0.0024999997,5.434597e-20,-7.243194089502705,-7.483602,100,500.0,1.0,0.0025,0.0025,1.0,2,,500
1.2999458,4.6651907,-7.23281128051422,53.37414944610408,9.753721,0.9,53.37414944610408,-7.23281128051422,243.32178252747005,-6.8740516,200.0,0.002,4.2280244e-06,-7.23281128051422,-7.2912393,100,363.9843381792504,0.7702312,0.007177516,0.0011850204,1.3736855,1,1.7861916,500
1.0,1.0,-8.249295368017318,54.53124842472645,7.3475127,0.9,54.53124842472645,-8.249295368017318,100.0,-8.249295,200.0,0.009999998,3.5044917e-18,-8.249295368017318,-9.046797,100,500.0,1.0,0.01,0.01,1.0,2,,500
1.0,1.0,-7.508111562944173,44.245120876114996,7.0022597,0.9,44.245120876114996,-7.508111562944173,200.00000010221265,-7.878703,200.0,0.0049999994,2.179301e-19,-7.508111562944173,-8.442621,100,500.0,1.0,0.005,0.005,1.0,2,,500
1.0,1.0,-8.395136497417063,54.27283287375906,7.1173773,0.9,54.27283287375906,-8.395136497417063,299.999969473632,-8.050848,200.0,0.0033333336,5.4391416e-20,-8.395136497417063,-8.5113735,100,500.0,1.0,0.0033333334,0.0033333334,1.0,2,,500
1.0,1.0,-8.308828530468972,54.45691983416662,7.175191,0.9,54.45691983416662,-8.308828530468972,400.0,-8.115343,200.0,0.0024999997,5.434597e-20,-8.308828530468972,-8.51417,100,500.0,1.0,0.0025,0.0025,1.0,2,,500
1.1219717,1.4381773,-7.206300061357677,48.244186143415725,7.875312,0.9,48.244186143415725,-7.206300061357677,396.8225828294147,-7.7845078,200.0,0.002,1.0421201e-06,-7.206300061357677,-8.170609,100,428.1362509680598,0.086871184,0.0025636607,0.00015485451,1.1678525,1,0.32796058,500
1.0,1.0,-7.985821381120993,56.53478166493281,7.481272,0.9,56.53478166493281,-7.985821381120993,100.0,-7.985821,200.0,0.009999998,3.5044917e-18,-7.985821381120993,-8.783443,100,500.0,1.0,0.01,0.01,1.0,2,,500
1.0,1.0,-6.606855235305391,50.57425474210877,7.313984,0.9,50.57425474210877,-6.606855235305391,200.00000010221265,-7.296338,200.0,0.0049999994,2.179301e-19,-6.606855235305391,-7.8603425,100,500.0,1.0,0.005,0.005,1.0,2,,500
1.0,1.0,-8.50258228231796,45.517589223225116,7.141922,0.9,45.517589223225116,-8.50258228231796,299.999969473632,-7.69842,200.0,0.0033333336,5.4391416e-20,-8.50258228231796,-8.158928,100,500.0,1.0,0.0033333334,0.0033333334,1.0,2,,500
1.0,1.0,-8.902163731857405,64.68201538307517,7.384834,0.9,64.68201538307517,-8.902163731857405,400.0,-7.9993553,200.0,0.0024999997,5.434597e-20,-8.902163731857405,-8.398167,100,500.0,1.0,0.0025,0.0025,1.0,2,,500
1.5252788,7.0691752,-8.312670909028945,50.91948394861809,11.7261305,0.9,50.91948394861809,-8.312670909028945,178.47684879770156,-7.809148,200.0,0.0020000003,7.2203748e-06,-8.312670909028945,-8.228349,100,362.03596895520576,0.769293,0.009269355,0.0010087244,1.3810782,1,4.1995068,500
1.0,1.0,-6.582130162724751,42.04388544166655,6.4516234,0.9,42.04388544166655,-6.582130162724751,100.0,-6.58213,200.0,0.009999998,3.5044917e-18,-6.582130162724751,-7.368709,100,500.0,1.0,0.01,0.01,1.0,2,,500
1.0,1.0,-9.784186888375451,50.891457812724525,6.9689517,0.9,50.891457812724525,-9.784186888375451,200.00000010221265,-8.183158,200.0,0.0049999994,2.179301e-19,-9.784186888375451,-8.743877,100,500.0,1.0,0.005,0.005,1.0,2,,500
1.0,1.0,-7.497721771380338,47.24952679183635,6.9335613,0.9,47.24952679183635,-7.497721771380338,299.999969473632,-7.95468,200.0,0.0033333336,5.4391416e-20,-7.497721771380338,-8.415207,100,500.0,1.0,0.0033333334,0.0033333334,1.0,2,,500
1.0,1.0,-8.858866185607171,54.279038108744786,7.045783,0.9,54.279038108744786,-8.858866185607171,400.0,-8.180725,200.0,0.0024999997,5.434597e-20,-8.858866185607171,-8.579553,100,500.0,1.0,0.0025,0.0025,1.0,2,,500
1.1072754,1.7723843,-6.9820919587109564,47.79877679954236,7.609391,0.9,47.79877679954236,-6.9820919587109564,446.32145618205556,-7.924012,200.0,0.002,4.8203924e-07,-6.9820919587109564,-8.287824,100,480.70406465768934,0.88557243,0.0032013431,0.0015995522,1.040141,1,0.1477521,500
1.0,1.0,-8.58347188627061,52.94789013465527,7.240056,0.9,52.94789013465527,-8.58347188627061,100.0,-8.583471,200.0,0.009999998,3.5044917e-18,-8.58347188627061,-9.38032,100,500.0,1.0,0.01,0.01,1.0,2,,500
1.0,1.0,-7.797023872011507,46.372598598273434,7.0226965,0.9,46.372598598273434,-7.797023872011507,200.00000010221265,-8.190248,200.0,0.0049999994,2.179301e-19,-7.797023872011507,-8.754158,100,500.0,1.0,0.005,0.005,1.0,2,,500
1.0,1.0,-7.723393261420691,52.092292190130976,7.0793886,0.9,52.092292190130976,-7.723393261420691,299.999969473632,-8.03463,200.0,0.0033333336,5.4391416e-20,-7.723393261420691,-8.495061,100,500.0,1.0,0.0033333334,0.0033333334,1.0,2,,500
1.0,1.0,-7.935847646673146,52.43604003060001,7.111121,0.9,52.43604003060001,-7.935847646673146,400.0,-8.009933,200.0,0.0024999997,5.434597e-20,-7.935847646673146,-8.408679,100,500.0,1.0,0.0025,0.0025,1.0,2,,500
4.391367,1321.4354,-7.971536917862536,48.8999935198744,38.131084,0.9,48.8999935198744,-7.971536917862536,2.7427112847460755,-3.8028955,200.0,0.0020000003,0.00072665897,-7.971536917862536,-6.986359,100,6.275542028684636,5.5898834e-08,0.6018333,2.545851e-11,79.67439,1,3503.2405,500
1.0,1.0,-8.17259702778336,46.00248945744282,6.7485156,0.9,46.00248945744282,-8.17259702778336,100.0,-8.172596,200.0,0.009999998,3.5044917e-18,-8.17259702778336,-8.949353,100,500.0,1.0,0.01,0.01,1.0,2,,500
1.0,1.0,-7.575657358258073,48.56368163364087,6.8483095,0.9,48.56368163364087,-7.575657358258073,200.00000010221265,-7.874127,200.0,0.0049999994,2.179301e-19,-7.575657358258073,-8.436119,100,500.0,1.0,0.005,0.005,1.0,2,,500
1.0,1.0,-7.21699888491008,47.86447800931863,6.867129,0.9,47.86447800931863,-7.21699888491008,299.999969473632,-7.6550846,200.0,0.0033333336,5.4391416e-20,-7.21699888491008,-8.11395,100,500.0,1.0,0.0033333334,0.0033333334,1.0,2,,500
1.0,1.0,-7.8350369117620815,50.23702793751058,6.9143205,0.9,50.23702793751058,-7.8350369117620815,400.0,-7.7000723,200.0,0.0024999997,5.434597e-20,-7.8350369117620815,-8.097461,100,500.0,1.0,0.0025,0.0025,1.0,2,,500
1.0138482,1.2756683,-8.604516309478239,55.100673479108586,7.146763,0.9,55.100673479108586,-8.604516309478239,491.90102810285316,-7.8784814,200.0,0.0019999999,6.599033e-08,-8.604516309478239,-8.236261,100,496.97270296231846,0.94920933,0.0025164878,0.0018724882,1.0060915,1,0.016957667,500
1.0,1.0,-7.814923098728741,45.39648891243328,6.7039185,0.9,45.39648891243328,-7.814923098728741,100.0,-7.8149233,200.0,0.009999998,3.5044917e-18,-7.814923098728741,-8.542645,100,500.0,1.0,0.01,0.01,1.0,2,,500
1.0,1.0,-7.979256379676931,53.63256503916956,7.0018663,0.9,53.63256503916956,-7.979256379676931,200.00000010221265,-7.89709,200.0,0.0049999994,2.179301e-19,-7.979256379676931,-8.459231,100,500.0,1.0,0.005,0.005,1.0,2,,500
1.0,1.0,-8.075487340911483,51.74380340517505,7.054546,0.9,51.74380340517505,-8.075487340911483,299.999969473632,-7.956556,200.0,0.0033333336,5.4391416e-20,-8.075487340911483,-8.4157715,100,500.0,1.0,0.0033333334,0.0033333334,1.0,2,,500
1.0,1.0,-7.659663063317397,55.47567029200408,7.1464477,0.9,55.47567029200408,-7.659663063317397,400.0,-7.882332,200.0,0.0024999997,5.434597e-20,-7.659663063317397,-8.280025,100,500.0,1.0,0.0025,0.0025,1.0,2,,500
1.1120409,2.032981,-8.356707250889148,56.59432960024572,8.020865,0.9,56.59432960024572,-8.356707250889148,408.5764481044398,-7.8800607,200.0,0.002,8.968389e-07,-8.356707250889148,-8.264697,100,427.61556048955475,0.81157506,0.003656306,0.0014596137,1.1692746,1,0.27726555,500
1.0,1.0,-7.655062706319759,52.96200095943914,7.2410207,0.9,52.96200095943914,-7.655062706319759,100.0,-7.6550627,200.0,0.009999998,3.5044917e-18,-7.655062706319759,-8.429011,100,500.0,1.0,0.01,0.01,1.0,2,,500
1.0,1.0,-7.984129188948217,55.33655145112111,7.323582,0.9,55.33655145112111,-7.984129188948217,200.00000010221265,-7.819596,200.0,0.0049999994,2.179301e-19,-7.984129188948217,-8.380082,100,500.0,1.0,0.005,0.005,1.0,2,,500
1.0,1.0,-8.13684086652359,53.78275371293452,7.3162313,0.9,53.78275371293452,-8.13684086652359,299.999969473632,-7.925344,200.0,0.0033333336,5.4391416e-20,-8.13684086652359,-8.382978,100,500.0,1.0,0.0033333334,0.0033333334,1.0,2,,500
1.0,1.0,-6.708734205726028,49.47669926534047,7.2573028,0.9,49.47669926534047,-6.708734205726028,400.0,-7.6211915,200.0,0.0024999997,5.434597e-20,-6.708734205726028,-8.019669,100,500.0,1.0,0.0025,0.0025,1.0,2,,500
