VarDiscRet,VanillaAvgRet,AvgEpLen,AvgRet,VarVanillaIw,BatchSize,Bound,Delta,MaxVanillaIw,IterType,MaxNormIw,MinVanillaIw,ESSClassic,EpsThisIter,AvgNormIw,MinNormIw,ESSRenyi,eRenyi2,VarRet,VarNormIw,AvgDiscRet,J,AvgVanillaIw,VarJ
55.989481624117396,-7.70768890416204,200.0,-7.70768890416204,,500,-8.266074,0.9,1.0,2,0.005,1.0,200.00000010221265,100,0.0049999994,0.005,500.0,1.0,55.989481624117396,2.179301e-19,-7.70768890416204,-7.701399,1.0,7.325094
61.581762715469296,-8.230778110857582,200.0,-8.230778110857582,,500,-8.339402,0.9,1.0,2,0.0033333334,1.0,299.999969473632,100,0.0033333336,0.0033333334,500.0,1.0,61.581762715469296,5.4391416e-20,-8.230778110857582,-7.8778586,1.0,7.493704
53.495844405699444,-7.6207168712243,200.0,-7.6207168712243,,500,-8.213282,0.9,1.0,2,0.0025,1.0,400.0,100,0.0024999997,0.0025,500.0,1.0,53.495844405699444,5.434597e-20,-7.6207168712243,-7.8135734,1.0,7.4410563
40.8659037044535,-7.041435000482941,200.0,-7.041435000482941,0.48480764,500,-7.9485536,0.9,8.064986,1,0.015288468,0.77134925,348.5119225287547,100,0.002,0.0014622156,366.2686003851218,1.3651184,40.8659037044535,1.7421684e-06,-7.041435000482941,-7.5308447,1.0550418,8.776861
42.96581862435272,-7.593082006761607,200.0,-7.593082006761607,,500,-8.339935,0.9,1.0,2,0.01,1.0,100.0,100,0.009999998,0.01,500.0,1.0,42.96581862435272,3.5044917e-18,-7.593082006761607,-7.5930815,1.0,6.521975
48.83946112151695,-8.732522960735828,200.0,-8.732522960735828,,500,-8.71782,0.9,1.0,2,0.005,1.0,200.00000010221265,100,0.0049999994,0.005,500.0,1.0,48.83946112151695,2.179301e-19,-8.732522960735828,-8.162803,1.0,6.7652197
49.00575785212583,-7.424951277458721,200.0,-7.424951277458721,,500,-8.370023,0.9,1.0,2,0.0033333334,1.0,299.999969473632,100,0.0033333336,0.0033333334,500.0,1.0,49.00575785212583,5.4391416e-20,-7.424951277458721,-7.916853,1.0,6.841419
58.678661663587114,-7.411963913551696,200.0,-7.411963913551696,,500,-8.186612,0.9,1.0,2,0.0025,1.0,400.0,100,0.0024999997,0.0025,500.0,1.0,58.678661663587114,5.434597e-20,-7.411963913551696,-7.7906294,1.0,7.0480156
42.94465704677434,-6.631391146382372,200.0,-6.631391146382372,0.022830382,500,-7.898091,0.9,2.6488836,1,0.005228756,0.93010455,489.14342115916435,100,0.0020000003,0.0018359771,493.88272725024757,1.0123861,42.94465704677434,8.895784e-08,-6.631391146382372,-7.541726,1.0131984,6.9550633
51.37241600478453,-8.101069214347836,200.0,-8.101069214347836,,500,-8.896811,0.9,1.0,2,0.01,1.0,100.0,100,0.009999998,0.01,500.0,1.0,51.37241600478453,3.5044917e-18,-8.101069214347836,-8.1010685,1.0,7.131528
50.969406158888475,-7.6293308414795185,200.0,-7.6293308414795185,,500,-8.427875,0.9,1.0,2,0.005,1.0,200.00000010221265,100,0.0049999994,0.005,500.0,1.0,50.969406158888475,2.179301e-19,-7.6293308414795185,-7.8652,1.0,7.1214347
46.255546413975715,-7.935486803965548,200.0,-7.935486803965548,,500,-8.348051,0.9,1.0,2,0.0033333334,1.0,299.999969473632,100,0.0033333336,0.0033333334,500.0,1.0,46.255546413975715,5.4391416e-20,-7.935486803965548,-7.8886294,1.0,7.0053773
45.03755604089671,-6.973650556943047,200.0,-6.973650556943047,,500,-8.0577545,0.9,1.0,2,0.0025,1.0,400.0,100,0.0024999997,0.0025,500.0,1.0,45.03755604089671,5.434597e-20,-6.973650556943047,-7.659884,1.0,6.936156
51.51925417047624,-8.04943211788646,200.0,-8.04943211788646,0.09627019,500,-8.055568,0.9,2.0471876,1,0.0039939056,0.8366731,458.1185786669331,100,0.0020000003,0.0016322848,451.76576016682026,1.1067683,51.51925417047624,3.6641407e-07,-8.04943211788646,-7.6811857,1.0251558,7.04781
61.131664185889086,-9.128754705657208,200.0,-9.128754705657208,,500,-9.910197,0.9,1.0,2,0.01,1.0,100.0,100,0.009999998,0.01,500.0,1.0,61.131664185889086,3.5044917e-18,-9.128754705657208,-9.128755,1.0,7.779483
50.912539119946366,-6.9246226481545365,200.0,-6.9246226481545365,,500,-8.588743,0.9,1.0,2,0.005,1.0,200.00000010221265,100,0.0049999994,0.005,500.0,1.0,50.912539119946366,2.179301e-19,-6.9246226481545365,-8.026689,1.0,7.528375
47.83570829419583,-7.205192399978538,200.0,-7.205192399978538,,500,-8.211772,0.9,1.0,2,0.0033333334,1.0,299.999969473632,100,0.0033333336,0.0033333334,500.0,1.0,47.83570829419583,5.4391416e-20,-7.205192399978538,-7.7528567,1.0,7.329396
42.2552179245155,-6.26109389896333,200.0,-6.26109389896333,,500,-7.777492,0.9,1.0,2,0.0025,1.0,400.0,100,0.0024999997,0.0025,500.0,1.0,42.2552179245155,5.434597e-20,-6.26109389896333,-7.379915,1.0,7.1530027
58.38334953874384,-8.636172346130103,200.0,-8.636172346130103,0.0011264828,500,-7.9866176,0.9,1.2196158,1,0.0024382465,0.975997,499.43908607008,100,0.0020000003,0.0019512055,499.38052252323905,1.0012405,58.38334953874384,4.502294e-09,-8.636172346130103,-7.6307936,1.000404,7.262712
45.23008717947295,-7.814889143099489,200.0,-7.814889143099489,,500,-8.579236,0.9,1.0,2,0.01,1.0,100.0,100,0.009999998,0.01,500.0,1.0,45.23008717947295,3.5044917e-18,-7.814889143099489,-7.8148894,1.0,6.6916203
49.081841098884865,-7.948514630137469,200.0,-7.948514630137469,,500,-8.422176,0.9,1.0,2,0.005,1.0,200.00000010221265,100,0.0049999994,0.005,500.0,1.0,49.081841098884865,2.179301e-19,-7.948514630137469,-7.8817015,1.0,6.8329253
54.4510503901643,-8.017352060913353,200.0,-8.017352060913353,,500,-8.383684,0.9,1.0,2,0.0033333334,1.0,299.999969473632,100,0.0033333336,0.0033333334,500.0,1.0,54.4510503901643,5.4391416e-20,-8.017352060913353,-7.926919,1.0,7.007057
51.5677816167635,-7.688576602826235,200.0,-7.688576602826235,,500,-8.262903,0.9,1.0,2,0.0025,1.0,400.0,100,0.0024999997,0.0025,500.0,1.0,51.5677816167635,5.434597e-20,-7.688576602826235,-7.867333,1.0,7.0425715
48.84985377621559,-8.035355660430975,200.0,-8.035355660430975,31.391663,500,-6.698146,0.9,25.693249,1,0.03958306,,25.52398893791069,100,0.0019999999,,24.7902286342158,20.169237,48.84985377621559,7.4506665e-05,-8.035355660430975,-5.0919604,1.298194,28.23367
47.17986081012158,-7.731750441848589,200.0,-7.731750441848589,,500,-8.5303755,0.9,1.0,2,0.01,1.0,100.0,100,0.009999998,0.01,500.0,1.0,47.17986081012158,3.5044917e-18,-7.731750441848589,-7.7317505,1.0,6.8343296
43.74240946443529,-7.547670302558805,200.0,-7.547670302558805,,500,-8.204424,0.9,1.0,2,0.005,1.0,200.00000010221265,100,0.0049999994,0.005,500.0,1.0,43.74240946443529,2.179301e-19,-7.547670302558805,-7.6397104,1.0,6.7093215
51.02952121236598,-8.305710510355963,200.0,-8.305710510355963,,500,-8.322798,0.9,1.0,2,0.0033333334,1.0,299.999969473632,100,0.0033333336,0.0033333334,500.0,1.0,51.02952121236598,5.4391416e-20,-8.305710510355963,-7.861711,1.0,6.8518834
49.99095282869969,-7.6584039323797,200.0,-7.6584039323797,,500,-8.210196,0.9,1.0,2,0.0025,1.0,400.0,100,0.0024999997,0.0025,500.0,1.0,49.99095282869969,5.434597e-20,-7.6584039323797,-7.8108835,1.0,6.8986764
56.43055117044501,-8.394393221013466,200.0,-8.394393221013466,8.020268,500,-7.9732957,0.9,10.451489,1,0.012530669,0.7568493,128.98514811840636,100,0.0019999999,0.000907414,333.1150055368215,1.5009831,56.43055117044501,1.15287185e-05,-8.394393221013466,-7.5357275,1.6681455,15.8931675
42.415057671042184,-6.426462476901403,200.0,-6.426462476901403,,500,-7.220586,0.9,1.0,2,0.01,1.0,100.0,100,0.009999998,0.01,500.0,1.0,42.415057671042184,3.5044917e-18,-6.426462476901403,-6.426462,1.0,6.4800386
51.89319242688108,-7.896805083005226,200.0,-7.896805083005226,,500,-7.7252464,0.9,1.0,2,0.005,1.0,200.00000010221265,100,0.0049999994,0.005,500.0,1.0,51.89319242688108,2.179301e-19,-7.896805083005226,-7.1616335,1.0,6.871904
58.03718990369575,-8.25408444739293,200.0,-8.25408444739293,,500,-7.9871216,0.9,1.0,2,0.0033333334,1.0,299.999969473632,100,0.0033333336,0.0033333334,500.0,1.0,58.03718990369575,5.4391416e-20,-8.25408444739293,-7.525785,1.0,7.1343904
51.86856071513525,-7.865792325408233,200.0,-7.865792325408233,,500,-8.010315,0.9,1.0,2,0.0025,1.0,400.0,100,0.0024999997,0.0025,500.0,1.0,51.86856071513525,5.434597e-20,-7.865792325408233,-7.6107855,1.0,7.143793
48.067394128415025,-7.269914663351166,200.0,-7.269914663351166,1.1502737,500,-7.5747004,0.9,3.3800895,1,0.005143092,0.75868046,300.3990897056188,100,0.0019999999,0.0011543966,337.76630890782394,1.4803134,48.067394128415025,2.6631355e-06,-7.269914663351166,-7.1399198,1.3144192,8.509634
53.48349458529839,-8.516644813861314,200.0,-8.516644813861314,,500,-9.30243,0.9,1.0,2,0.01,1.0,100.0,100,0.009999998,0.01,500.0,1.0,53.48349458529839,3.5044917e-18,-8.516644813861314,-8.5166445,1.0,7.2765827
52.438568946394774,-8.214101461927859,200.0,-8.214101461927859,,500,-8.929436,0.9,1.0,2,0.005,1.0,200.00000010221265,100,0.0049999994,0.005,500.0,1.0,52.438568946394774,2.179301e-19,-8.214101461927859,-8.365374,1.0,7.242534
34.67253869075423,-7.167869181502351,200.0,-7.167869181502351,,500,-8.42676,0.9,1.0,2,0.0033333334,1.0,299.999969473632,100,0.0033333336,0.0033333334,500.0,1.0,34.67253869075423,5.4391416e-20,-7.167869181502351,-7.966205,1.0,6.835945
47.58196663945796,-7.596116777824673,200.0,-7.596116777824673,,500,-8.272535,0.9,1.0,2,0.0025,1.0,400.0,100,0.0024999997,0.0025,500.0,1.0,47.58196663945796,5.434597e-20,-7.596116777824673,-7.873683,1.0,6.8446927
52.841104980551705,-8.893451894333142,200.0,-8.893451894333142,0.5881097,500,-8.068463,0.9,1.6811817,1,0.0029156462,0.04152976,346.90038992250874,100,0.002,7.202439e-05,381.58912253235997,1.3103099,52.841104980551705,1.7688815e-06,-8.893451894333142,-7.6601024,1.1532137,8.024985
53.080099867668714,-7.557683865511632,200.0,-7.557683865511632,,500,-8.356408,0.9,1.0,2,0.01,1.0,100.0,100,0.009999998,0.01,500.0,1.0,53.080099867668714,3.5044917e-18,-7.557683865511632,-7.5576835,1.0,7.2490892
53.59740417186496,-8.910127668052116,200.0,-8.910127668052116,,500,-8.798688,0.9,1.0,2,0.005,1.0,200.00000010221265,100,0.0049999994,0.005,500.0,1.0,53.59740417186496,2.179301e-19,-8.910127668052116,-8.233905,1.0,7.2981257
51.58964417707821,-8.113269932332443,200.0,-8.113269932332443,,500,-8.65493,0.9,1.0,2,0.0033333334,1.0,299.999969473632,100,0.0033333336,0.0033333334,500.0,1.0,51.58964417707821,5.4391416e-20,-8.113269932332443,-8.193694,1.0,7.2481885
53.2539346422275,-8.740123428265669,200.0,-8.740123428265669,,500,-8.729743,0.9,1.0,2,0.0025,1.0,400.0,100,0.0024999997,0.0025,500.0,1.0,53.2539346422275,5.434597e-20,-8.740123428265669,-8.330301,1.0,7.2552404
58.73514347855451,-9.2974456840719,200.0,-9.2974456840719,0.15619521,500,-8.806395,0.9,1.2393372,1,0.0022780476,0.057559196,441.82509962928185,100,0.0020000003,0.00010580058,468.5719277834859,1.067072,58.73514347855451,5.2773316e-07,-9.2974456840719,-8.437336,1.0880696,7.8151426
