VarVanillaIw,Bound,VarRet,VanillaAvgRet,AvgVanillaIw,VarDiscRet,VarNormIw,J,AvgDiscRet,MinNormIw,eRenyi2,ESSRenyi,MinVanillaIw,ESSClassic,MaxVanillaIw,VarJ,AvgRet,AvgNormIw,AvgEpLen,BatchSize,MaxNormIw
0.00011429364,4811.4585,24.22446653941984,4999.640262920747,0.99975896,24.22446653941984,4.57395e-10,4999.6606,4999.640262920747,0.0018242312,1.0001047,499.9476725987742,0.91189575,499.9429603681547,1.0114454,4.4861226,4999.640262920747,0.002,499.98,500,0.0020233784
,4811.666,0.026689281412944885,4999.858154127667,1.0,0.026689281412944885,5.431875e-20,4999.8584,4999.858154127667,0.002,1.0,500.0,1.0,500.00000664260017,1.0,0.16320468,4999.858154127667,0.0020000003,500.0,500,0.002
3.1087086e-06,4811.658,0.02938866415425394,4999.84996844597,0.99994045,0.02938866415425394,1.2436333e-11,4999.8506,4999.84996844597,0.0019853008,1.000004,499.99797345029145,0.9925913,499.99843971312157,1.0031809,0.17080942,4999.84996844597,0.002,500.0,500,0.0020064812
0.015164627,4809.171,21661.313856026103,4993.2742399224835,0.9977411,21661.313856026103,6.093347e-08,4998.596,4993.2742399224835,0.00038379233,1.0131495,493.51058264620633,0.19146268,492.5124081722555,1.1183712,28.26113,4993.2742399224835,0.002,499.344,500,0.0022418066
,4811.68,0.018908814819022048,4999.872242241632,1.0,0.018908814819022048,5.431875e-20,4999.8726,4999.872242241632,0.002,1.0,500.0,1.0,500.00000664260017,1.0,0.13736479,4999.872242241632,0.0020000003,500.0,500,0.002
,4811.671,0.026550113728664473,4999.862800484034,1.0,0.026550113728664473,5.431875e-20,4999.8633,4999.862800484034,0.002,1.0,500.0,1.0,500.00000664260017,1.0,0.162773,4999.862800484034,0.0020000003,500.0,500,0.002
0.0073464974,4809.963,4146.99566876316,4996.9769638899925,0.99482715,4146.99566876316,2.9692385e-08,4998.717,4996.9769638899925,0.0007933732,1.005977,497.0292390564618,0.3946346,496.32313205663263,1.085633,25.551424,4996.9769638899925,0.002,499.714,500,0.002182556
,4811.666,0.026953529286590238,4999.857836108358,1.0,0.026953529286590238,5.431875e-20,4999.8584,4999.857836108358,0.002,1.0,500.0,1.0,500.00000664260017,1.0,0.16401103,4999.857836108358,0.0020000003,500.0,500,0.002
1.4849286e-06,4811.676,0.025106532039590485,4999.866847335747,1.0000265,0.025106532039590485,5.9394165e-12,4999.868,4999.866847335747,0.0019871963,1.0000012,499.9994039542628,0.99362445,499.9992854676514,1.0021776,0.15805691,4999.866847335747,0.002,500.0,500,0.002004302
,4811.661,0.03122123552749199,4999.853007763507,1.0,0.03122123552749199,5.431875e-20,4999.8535,4999.853007763507,0.002,1.0,500.0,1.0,500.00000664260017,1.0,0.17652094,4999.853007763507,0.0020000003,500.0,500,0.002
,4811.6577,0.037324592946996096,4999.850027988732,1.0,0.037324592946996096,5.431875e-20,4999.85,4999.850027988732,0.002,1.0,500.0,1.0,500.00000664260017,1.0,0.19299269,4999.850027988732,0.0020000003,500.0,500,0.002
3.8142255e-06,4811.6724,0.02343530848704469,4999.864182852728,1.000016,0.02343530848704469,1.5256397e-11,4999.865,4999.864182852728,0.0019783052,1.0000045,499.9977350337587,0.98916835,499.9981703500024,1.0032073,0.15250592,4999.864182852728,0.002,500.0,500,0.0020063827
0.011109043,4802.8813,49798.002243226714,4989.890423328269,0.9947379,49798.002243226714,4.4907537e-08,4992.1377,4989.890423328269,0.0011038708,1.0113426,494.39228398456015,0.5490311,494.4598581771945,1.3031492,172.78087,4989.890423328269,0.002,499.004,500,0.0026200856
,4811.6714,0.019551542798507238,4999.862983759908,1.0,0.019551542798507238,5.431875e-20,4999.864,4999.862983759908,0.002,1.0,500.0,1.0,500.00000664260017,1.0,0.13968398,4999.862983759908,0.0020000003,500.0,500,0.002
4.6216865e-08,4811.668,0.020469190993234403,4999.859544750001,1.0000092,0.020469190993234403,1.8486089e-13,4999.8604,4999.859544750001,0.0019985484,1.0,500.0,0.9992833,499.9999496003113,1.0006146,0.14290205,4999.859544750001,0.002,500.0,500,0.002001211
0.006139143,4802.3276,49797.857513697905,4989.882643923274,1.0018667,49797.857513697905,2.4465146e-08,4991.0923,4989.882643923274,0.0015556591,1.0060917,496.9725851922146,0.77928156,496.96654914685814,1.4141829,195.92943,4989.882643923274,0.002,499.004,500,0.002823096
6.9144783e-09,4811.667,0.02292698449148472,4999.858211584574,1.0000005,0.02292698449148472,2.76585e-14,4999.8594,4999.858211584574,0.001999515,1.0000019,499.9990463275026,0.999758,499.9998978293477,1.0004045,0.15126824,4999.858211584574,0.002,500.0,500,0.002000808
,4811.6616,0.024923087839449555,4999.853075815429,1.0,0.024923087839449555,5.431875e-20,4999.854,4999.853075815429,0.002,1.0,500.0,1.0,500.00000664260017,1.0,0.15772681,4999.853075815429,0.0020000003,500.0,500,0.002
,4811.6704,0.021107643393043413,4999.861958917856,1.0,0.021107643393043413,5.431875e-20,4999.863,4999.861958917856,0.002,1.0,500.0,1.0,500.00000664260017,1.0,0.14514299,4999.861958917856,0.0020000003,500.0,500,0.002
,4811.671,0.019143995189526954,4999.8629308020045,1.0,0.019143995189526954,5.431875e-20,4999.8633,4999.8629308020045,0.002,1.0,500.0,1.0,500.00000664260017,1.0,0.1382248,4999.8629308020045,0.0020000003,500.0,500,0.002
2.9259609e-06,4811.6694,0.01968951782592134,4999.860963147555,0.9999652,0.01968951782592134,1.1704647e-11,4999.862,4999.860963147555,0.00198768,1.0000021,499.9989271186962,0.99380547,499.99856855339306,1.0088483,0.14005163,4999.860963147555,0.002,500.0,500,0.0020177667
,4811.6743,0.02177236616271108,4999.866454698607,1.0,0.02177236616271108,5.431875e-20,4999.8667,4999.866454698607,0.002,1.0,500.0,1.0,500.00000664260017,1.0,0.14740585,4999.866454698607,0.0020000003,500.0,500,0.002
,4811.654,0.026544875831837705,4999.845861005869,1.0,0.026544875831837705,5.431875e-20,4999.846,4999.845861005869,0.002,1.0,500.0,1.0,500.00000664260017,1.0,0.16277808,4999.845861005869,0.0020000003,500.0,500,0.002
,4811.67,0.02338596348230369,4999.8616758471535,1.0,0.02338596348230369,5.431875e-20,4999.8623,4999.8616758471535,0.002,1.0,500.0,1.0,500.00000664260017,1.0,0.15276939,4999.8616758471535,0.0020000003,500.0,500,0.002
7.6864643e-07,4811.678,0.01731547797131499,4999.870268136202,1.000017,0.01731547797131499,3.0744816e-12,4999.8706,4999.870268136202,0.0019925013,1.0000006,499.99970197695376,0.99626774,499.99961015232145,1.0019524,0.13139415,4999.870268136202,0.002,500.0,500,0.0020038707
,4811.658,0.027747447771260047,4999.849774244329,1.0,0.027747447771260047,5.431875e-20,4999.8506,4999.849774244329,0.002,1.0,500.0,1.0,500.00000664260017,1.0,0.16641362,4999.849774244329,0.0020000003,500.0,500,0.002
1.624297e-06,4811.675,0.02140524306458738,4999.866734868326,0.99999046,0.02140524306458738,6.497301e-12,4999.867,4999.866734868326,0.0019838742,1.0000011,499.99946355877256,0.9919276,499.9991856723137,1.0021627,0.14593275,4999.866734868326,0.0019999999,500.0,500,0.0020043445
,4811.6562,0.039167005657300205,4999.848083039204,1.0,0.039167005657300205,5.431875e-20,4999.8486,4999.848083039204,0.002,1.0,500.0,1.0,500.00000664260017,1.0,0.19770479,4999.848083039204,0.0020000003,500.0,500,0.002
,4811.6655,0.025122463636990847,4999.857328835013,1.0,0.025122463636990847,5.431875e-20,4999.858,4999.857328835013,0.002,1.0,500.0,1.0,500.00000664260017,1.0,0.15834565,4999.857328835013,0.0020000003,500.0,500,0.002
,4811.6484,0.027277816773009247,4999.839632962674,1.0,0.027277816773009247,5.431875e-20,4999.841,4999.839632962674,0.002,1.0,500.0,1.0,500.00000664260017,1.0,0.1650002,4999.839632962674,0.0020000003,500.0,500,0.002
,4811.669,0.02836788871682002,4999.860519097184,1.0,0.02836788871682002,5.431875e-20,4999.8613,4999.860519097184,0.002,1.0,500.0,1.0,500.00000664260017,1.0,0.16826174,4999.860519097184,0.0020000003,500.0,500,0.002
,4811.669,0.020385869252353833,4999.86060122846,1.0,0.020385869252353833,5.431875e-20,4999.8613,4999.86060122846,0.002,1.0,500.0,1.0,500.00000664260017,1.0,0.14263427,4999.86060122846,0.0020000003,500.0,500,0.002
,4811.6616,0.030658729384321237,4999.853356140655,1.0,0.030658729384321237,5.431875e-20,4999.854,4999.853356140655,0.002,1.0,500.0,1.0,500.00000664260017,1.0,0.17492622,4999.853356140655,0.0020000003,500.0,500,0.002
1.0135442e-06,4811.662,0.024539853234934284,4999.854065808263,0.99993753,0.024539853234934284,4.054664e-12,4999.8545,4999.854065808263,0.0019912268,1.000001,499.99952316329654,0.9955513,499.99949488322056,1.0020831,0.15634885,4999.854065808263,0.002,500.0,500,0.0020042912
,4811.667,0.01933275084925311,4999.858544596136,1.0,0.01933275084925311,5.431875e-20,4999.8594,4999.858544596136,0.002,1.0,500.0,1.0,500.00000664260017,1.0,0.1389014,4999.858544596136,0.0020000003,500.0,500,0.002
,4811.6665,0.0246069480560005,4999.858455697057,1.0,0.0246069480560005,5.431875e-20,4999.859,4999.858455697057,0.002,1.0,500.0,1.0,500.00000664260017,1.0,0.1567108,4999.858455697057,0.0020000003,500.0,500,0.002
,4811.6685,0.02155826083405253,4999.860615112986,1.0,0.02155826083405253,5.431875e-20,4999.861,4999.860615112986,0.002,1.0,500.0,1.0,500.00000664260017,1.0,0.14668167,4999.860615112986,0.0020000003,500.0,500,0.002
3.588278e-06,4811.6577,0.031704221619816376,4999.8489973434735,0.99998647,0.031704221619816376,1.4353477e-11,4999.85,4999.8489973434735,0.001986241,1.0000029,499.9985694926181,0.9931071,499.99814281160906,1.003468,0.1773761,4999.8489973434735,0.002,500.0,500,0.0020069634
0.0054587256,4802.217,49797.757800543615,4989.877240099261,0.99981725,49797.757800543615,2.1842887e-08,4990.886,4989.877240099261,0.0017606188,1.0050796,497.47302258427874,0.88014853,497.28992903883614,1.3604261,200.43527,4989.877240099261,0.0019999999,499.004,500,0.0027213495
,4811.663,0.025943261995138186,4999.855009517415,1.0,0.025943261995138186,5.431875e-20,4999.8555,4999.855009517415,0.002,1.0,500.0,1.0,500.00000664260017,1.0,0.16091621,4999.855009517415,0.0020000003,500.0,500,0.002
3.5180528e-07,4811.6694,0.02238488509251585,4999.86102638659,0.9999922,0.02238488509251585,1.4072509e-12,4999.862,4999.86102638659,0.0019949924,1.0000021,499.9989271186962,0.99748844,499.9997857719308,1.001578,0.14937848,4999.86102638659,0.002,500.0,500,0.0020031715
1.6003108e-08,4811.6763,0.02021843775719385,4999.867943566431,1.0000122,0.02021843775719385,6.401081e-14,4999.8687,4999.867943566431,0.001999227,1.0,500.0,0.99962574,499.99993058644935,1.0003768,0.14204232,4999.867943566431,0.002,500.0,500,0.0020007293
,4811.6816,0.020386183562835752,4999.87373632279,1.0,0.020386183562835752,5.431875e-20,4999.874,4999.87373632279,0.002,1.0,500.0,1.0,500.00000664260017,1.0,0.14263852,4999.87373632279,0.0020000003,500.0,500,0.002
9.338209e-07,4811.6606,0.031342389801843784,4999.85223602458,1.000004,0.031342389801843784,3.735248e-12,4999.853,4999.85223602458,0.001989812,1.0000005,499.9997615815346,0.99491,499.9995141063523,1.0024043,0.17661087,4999.85223602458,0.002,500.0,500,0.0020048006
4.985994e-09,4811.667,0.023622465191389743,4999.858552956032,0.999999,0.023622465191389743,1.9944214e-14,4999.8594,4999.858552956032,0.0019993086,1.0000019,499.9990463275026,0.9996533,499.9999926356242,1.0001645,0.15352467,4999.858552956032,0.002,500.0,500,0.0020003312
0.020688985,4807.448,40685.65470205109,4990.847779393606,0.99292666,40685.65470205109,8.393919e-08,4997.443,4990.847779393606,0.0005377289,1.0192487,490.5573960845737,0.26696268,489.74338565527955,1.216445,54.258106,4990.847779393606,0.0019999999,499.1,500,0.0024502212
5.3049884e-08,4811.6763,0.02736366387124313,4999.867775912167,0.9999929,0.02736366387124313,2.1220291e-13,4999.8687,4999.867775912167,0.001995544,1.0,500.0,0.99776495,500.00000640011206,1.0003703,0.1651075,4999.867775912167,0.002,500.0,500,0.0020007547
,4811.67,0.022430894795500308,4999.861940510439,1.0,0.022430894795500308,5.431875e-20,4999.8623,4999.861940510439,0.002,1.0,500.0,1.0,500.00000664260017,1.0,0.14962064,4999.861940510439,0.0020000003,500.0,500,0.002
,4811.666,0.028074697539887023,4999.8578322724925,1.0,0.028074697539887023,5.431875e-20,4999.8584,4999.8578322724925,0.002,1.0,500.0,1.0,500.00000664260017,1.0,0.16738817,4999.8578322724925,0.0020000003,500.0,500,0.002
,4811.677,0.018067651137130013,4999.868883437341,1.0,0.018067651137130013,5.431875e-20,4999.869,4999.868883437341,0.002,1.0,500.0,1.0,500.00000664260017,1.0,0.13427047,4999.868883437341,0.0020000003,500.0,500,0.002
,4811.6733,0.01967408272576842,4999.865021693465,1.0,0.01967408272576842,5.431875e-20,4999.8657,4999.865021693465,0.002,1.0,500.0,1.0,500.00000664260017,1.0,0.14013302,4999.865021693465,0.0020000003,500.0,500,0.002
,4811.669,0.018555574668524425,4999.860378485674,1.0,0.018555574668524425,5.431875e-20,4999.8613,4999.860378485674,0.002,1.0,500.0,1.0,500.00000664260017,1.0,0.13608868,4999.860378485674,0.0020000003,500.0,500,0.002
,4811.6685,0.021853835461602595,4999.860266096737,1.0,0.021853835461602595,5.431875e-20,4999.861,4999.860266096737,0.002,1.0,500.0,1.0,500.00000664260017,1.0,0.14768724,4999.860266096737,0.0020000003,500.0,500,0.002
5.30903e-09,4811.661,0.024552304871513587,4999.852713227067,0.99999535,0.024552304871513587,2.1237198e-14,4999.8535,4999.852713227067,0.001999417,1.0,500.0,0.99970394,499.9999741287018,1.0001866,0.15651868,4999.852713227067,0.002,500.0,500,0.0020003824
,4811.669,0.019949789156565263,4999.86025299953,1.0,0.019949789156565263,5.431875e-20,4999.8613,4999.86025299953,0.002,1.0,500.0,1.0,500.00000664260017,1.0,0.14110526,4999.86025299953,0.0020000003,500.0,500,0.002
0.00017820466,4811.3335,66.55554883196899,4999.502333774745,1.000027,66.55554883196899,7.1278006e-10,4999.541,4999.502333774745,0.0017944933,1.000165,499.91752077951924,0.89727086,499.9110767982641,1.020381,7.314346,4999.502333774745,0.002,499.966,500,0.0020407068
,4811.6577,0.025056228483435857,4999.849356761663,1.0,0.025056228483435857,5.431875e-20,4999.85,4999.849356761663,0.002,1.0,500.0,1.0,500.00000664260017,1.0,0.15813363,4999.849356761663,0.0020000003,500.0,500,0.002
,4811.6416,0.0797181961427829,4999.833784314621,1.0,0.0797181961427829,5.431875e-20,4999.834,4999.833784314621,0.002,1.0,500.0,1.0,500.00000664260017,1.0,0.2820519,4999.833784314621,0.0020000003,500.0,500,0.002
,4811.6724,0.018974910387855818,4999.864414849756,1.0,0.018974910387855818,5.431875e-20,4999.8647,4999.864414849756,0.002,1.0,500.0,1.0,500.00000664260017,1.0,0.13761769,4999.864414849756,0.0020000003,500.0,500,0.002
,4811.666,0.020203777463473346,4999.858152210997,1.0,0.020203777463473346,5.431875e-20,4999.8584,4999.858152210997,0.002,1.0,500.0,1.0,500.00000664260017,1.0,0.14198688,4999.858152210997,0.0020000003,500.0,500,0.002
,4811.6626,0.021546293610245282,4999.854818543706,1.0,0.021546293610245282,5.431875e-20,4999.855,4999.854818543706,0.002,1.0,500.0,1.0,500.00000664260017,1.0,0.1466357,4999.854818543706,0.0020000003,500.0,500,0.002
3.0360339e-09,4811.663,0.028042619872472387,4999.8547019020325,1.0000021,0.028042619872472387,1.2144177e-14,4999.8555,4999.8547019020325,0.0019993775,1.0,500.0,0.99969083,500.0000103924469,1.0001544,0.16728215,4999.8547019020325,0.0019999999,500.0,500,0.0020003044
,4811.6626,0.02490101541396358,4999.854461759252,1.0,0.02490101541396358,5.431875e-20,4999.855,4999.854461759252,0.002,1.0,500.0,1.0,500.00000664260017,1.0,0.15764786,4999.854461759252,0.0020000003,500.0,500,0.002
,4811.6523,0.025365165581403,4999.843996912639,1.0,0.025365165581403,5.431875e-20,4999.8447,4999.843996912639,0.002,1.0,500.0,1.0,500.00000664260017,1.0,0.15910195,4999.843996912639,0.0020000003,500.0,500,0.002
8.808385e-08,4811.6772,0.022606696201134962,4999.868442664488,1.0000032,0.022606696201134962,3.5233584e-13,4999.8696,4999.868442664488,0.001997464,1.0000001,499.99994039536233,0.99873525,500.0000001353691,1.0007207,0.15018219,4999.868442664488,0.002,500.0,500,0.002001435
2.1242854e-06,4811.673,0.02127082983067772,4999.864359096892,1.000111,0.02127082983067772,8.495242e-12,4999.865,4999.864359096892,0.0019862836,1.0000033,499.99833107551694,0.99325204,499.99894653011336,1.0034223,0.14554799,4999.864359096892,0.002,500.0,500,0.0020066218
,4811.658,0.023614238754241183,4999.850238584844,1.0,0.023614238754241183,5.431875e-20,4999.8506,4999.850238584844,0.002,1.0,500.0,1.0,500.00000664260017,1.0,0.15351474,4999.850238584844,0.0020000003,500.0,500,0.002
0.015882194,4803.4536,49797.800451697956,4989.879300090945,1.0030035,49797.800451697956,6.3148875e-08,4993.188,4989.879300090945,0.0009225895,1.0164574,491.9045117650363,0.46268025,492.2443460234757,1.2808651,149.12367,4989.879300090945,0.002,499.004,500,0.002554059
1.7620724e-06,4811.6562,0.023874613850636262,4999.848173030647,0.99995506,0.023874613850636262,7.048922e-12,4999.8486,4999.848173030647,0.0019892147,1.0000014,499.9992847452859,0.9945627,499.99909912793004,1.0042379,0.15421905,4999.848173030647,0.002,500.0,500,0.002008566
,4811.663,0.023829480431479783,4999.855064872155,1.0,0.023829480431479783,5.431875e-20,4999.8555,4999.855064872155,0.002,1.0,500.0,1.0,500.00000664260017,1.0,0.15422134,4999.855064872155,0.0020000003,500.0,500,0.002
,4811.67,0.031818986875534305,4999.861544593828,1.0,0.031818986875534305,5.431875e-20,4999.8623,4999.861544593828,0.002,1.0,500.0,1.0,500.00000664260017,1.0,0.17820244,4999.861544593828,0.0020000003,500.0,500,0.002
,4811.6685,0.022902939889764592,4999.8602174140515,1.0,0.022902939889764592,5.431875e-20,4999.861,4999.8602174140515,0.002,1.0,500.0,1.0,500.00000664260017,1.0,0.15119404,4999.8602174140515,0.0020000003,500.0,500,0.002
,4811.6763,0.020103203518314402,4999.867929640079,1.0,0.020103203518314402,5.431875e-20,4999.8687,4999.867929640079,0.002,1.0,500.0,1.0,500.00000664260017,1.0,0.14165287,4999.867929640079,0.0020000003,500.0,500,0.002
3.573472e-08,4811.67,0.01971347422264704,4999.861433636194,1.0000062,0.01971347422264704,1.4293501e-13,4999.8623,4999.861433636194,0.0019985328,1.0,500.0,0.9992726,500.00000538515246,1.0005163,0.1402514,4999.861433636194,0.002,500.0,500,0.0020010201
,4811.6704,0.022064481857210622,4999.862115861044,1.0,0.022064481857210622,5.431875e-20,4999.863,4999.862115861044,0.002,1.0,500.0,1.0,500.00000664260017,1.0,0.14839852,4999.862115861044,0.0020000003,500.0,500,0.002
,4811.672,0.02037562570920396,4999.863694986975,1.0,0.02037562570920396,5.431875e-20,4999.8643,4999.863694986975,0.002,1.0,500.0,1.0,500.00000664260017,1.0,0.14261523,4999.863694986975,0.0020000003,500.0,500,0.002
,4811.68,0.018563426483736996,4999.872152813752,1.0,0.018563426483736996,5.431875e-20,4999.8726,4999.872152813752,0.002,1.0,500.0,1.0,500.00000664260017,1.0,0.13611315,4999.872152813752,0.0020000003,500.0,500,0.002
,4811.656,0.022706937414874492,4999.847416910589,1.0,0.022706937414874492,5.431875e-20,4999.848,4999.847416910589,0.002,1.0,500.0,1.0,500.00000664260017,1.0,0.15053995,4999.847416910589,0.0020000003,500.0,500,0.002
,4811.6685,0.019005598257920437,4999.860066235574,1.0,0.019005598257920437,5.431875e-20,4999.861,4999.860066235574,0.002,1.0,500.0,1.0,500.00000664260017,1.0,0.13771577,4999.860066235574,0.0020000003,500.0,500,0.002
,4811.6665,0.025309879575879872,4999.858675983208,1.0,0.025309879575879872,5.431875e-20,4999.859,4999.858675983208,0.002,1.0,500.0,1.0,500.00000664260017,1.0,0.15894002,4999.858675983208,0.0020000003,500.0,500,0.002
,4811.659,0.024736588297445006,4999.850889521774,1.0,0.024736588297445006,5.431875e-20,4999.8516,4999.850889521774,0.002,1.0,500.0,1.0,500.00000664260017,1.0,0.15711182,4999.850889521774,0.0020000003,500.0,500,0.002
7.0574297e-06,4811.6665,0.021533271161191043,4999.858503436273,0.999948,0.021533271161191043,2.82326e-11,4999.8594,4999.858503436273,0.0019798216,1.0000068,499.99660255833317,0.9898593,499.99645448318574,1.0061065,0.14624578,4999.858503436273,0.0020000003,500.0,500,0.0020123175
