eRenyi2,ESSRenyi,VanillaAvgRet,AvgEpLen,ESSClassic,AvgRet,VarJ,VarRet,VarNormIw,MinVanillaIw,AvgDiscRet,AvgNormIw,Bound,BatchSize,MinNormIw,J,VarVanillaIw,VarDiscRet,MaxVanillaIw,MaxNormIw,AvgVanillaIw
1.0,500.0,4999.891294470483,500.0,499.999905815882,4999.891294470483,0.108946994,0.011894718932868175,1.6956608e-13,0.9989534,4999.891294470483,0.0020000003,4811.6997,500,0.001997869,4999.892,4.2393292e-08,0.011894718932868175,1.0007024,0.0020013668,1.000019
1.0,500.0,4999.886888964126,500.0,500.00000664260017,4999.886888964126,0.11859215,0.014090785514209909,5.431875e-20,1.0,4999.886888964126,0.0020000003,4811.6953,500,0.002,4999.8877,,0.014090785514209909,1.0,0.002,1.0
1.0,500.0,4999.863440739066,500.0,500.00000664260017,4999.863440739066,0.1291944,0.016725431147401524,5.431875e-20,1.0,4999.863440739066,0.0020000003,4811.6714,500,0.002,4999.864,,0.016725431147401524,1.0,0.002,1.0
1.00469,497.6659214084182,4989.894723051198,499.004,497.4699628733523,4989.894723051198,202.56094,49798.098158623616,2.0383284e-08,0.9085639,4989.894723051198,0.002,4802.175,500,0.0018169058,4990.8076,0.005097066,49798.098158623616,1.4026829,0.002805023,1.0001222
1.0,500.0,4999.889565907822,500.0,500.00000664260017,4999.889565907822,0.122782886,0.015103177069626543,5.431875e-20,1.0,4999.889565907822,0.0020000003,4811.6978,500,0.002,4999.89,,0.015103177069626543,1.0,0.002,1.0
1.0000019,499.9990463275026,4999.886473788885,500.0,499.9999883783632,4999.886473788885,0.11616982,0.013523191310890671,1.3903696e-14,0.9997947,4999.886473788885,0.002,4811.695,500,0.0019995824,4999.887,3.4755876e-09,0.013523191310890671,1.0001632,0.0020003195,1.0000035
1.0,500.0,4999.889620492631,500.0,500.00000664260017,4999.889620492631,0.122798234,0.015107065738479579,5.431875e-20,1.0,4999.889620492631,0.0020000003,4811.6978,500,0.002,4999.89,,0.015107065738479579,1.0,0.002,1.0
1.0,500.0,4999.884030496789,500.0,499.99993457940496,4999.884030496789,0.12172229,0.014847716561247984,2.7224203e-13,0.9990613,4999.884030496789,0.002,4811.6924,500,0.0019980797,4999.885,6.8062846e-08,0.014847716561247984,1.0007385,0.002001434,1.0000215
1.0000006,499.99970197695376,4999.876137335076,500.0,499.9996977002672,4999.876137335076,0.12842219,0.016540994232975385,2.1986174e-12,0.9969812,4999.876137335076,0.002,4811.685,500,0.0019939258,4999.8774,5.4967603e-07,0.016540994232975385,1.0022893,0.0020045417,1.0000184
1.000002,499.9989867230923,4999.8755826482375,500.0,499.9986913830293,4999.8755826482375,0.12213977,0.014984903013761423,9.649321e-12,0.9940776,4999.8755826482375,0.002,4811.684,500,0.0019881818,4999.8765,2.4122687e-06,0.014984903013761423,1.0035301,0.0020070872,0.9999866
1.0126327,493.76243366504684,4989.906705884647,499.004,493.615798172842,4989.906705884647,165.18085,49798.34039199222,5.1837258e-08,0.5240212,4989.906705884647,0.002,4803.118,500,0.0010438875,4992.495,0.013062682,49798.34039199222,1.3729496,0.0027350131,1.0039803
1.0,500.0,4999.876845911906,500.0,500.00000664260017,4999.876845911906,0.12511787,0.015685166496485086,5.431875e-20,1.0,4999.876845911906,0.0020000003,4811.685,500,0.002,4999.8774,,0.015685166496485086,1.0,0.002,1.0
1.0,500.0,4999.872600273885,500.0,500.00000664260017,4999.872600273885,0.122470655,0.015026633006412642,5.431875e-20,1.0,4999.872600273885,0.0020000003,4811.6807,500,0.002,4999.873,,0.015026633006412642,1.0,0.002,1.0
1.0,500.0,4999.870238309017,500.0,500.00000664260017,4999.870238309017,0.13531601,0.01834633415109108,5.431875e-20,1.0,4999.870238309017,0.0020000003,4811.6787,500,0.002,4999.871,,0.01834633415109108,1.0,0.002,1.0
1.0,500.0,4999.873817738332,500.0,500.00000664260017,4999.873817738332,0.12187539,0.014883665707036316,5.431875e-20,1.0,4999.873817738332,0.0020000003,4811.6816,500,0.002,4999.874,,0.014883665707036316,1.0,0.002,1.0
1.0,500.0,4999.867644009565,500.0,500.00000664260017,4999.867644009565,0.1350914,0.0182877172859004,5.431875e-20,1.0,4999.867644009565,0.0020000003,4811.676,500,0.002,4999.868,,0.0182877172859004,1.0,0.002,1.0
1.0,500.0,4999.877114298467,500.0,500.00000664260017,4999.877114298467,0.12606427,0.015921862896155065,5.431875e-20,1.0,4999.877114298467,0.0020000003,4811.685,500,0.002,4999.8774,,0.015921862896155065,1.0,0.002,1.0
1.0,500.0,4999.867438839284,500.0,499.99990358624683,4999.867438839284,0.1349464,0.018250885671391014,2.1764893e-14,0.99960595,4999.867438839284,0.002,4811.676,500,0.0019992182,4999.868,5.440913e-09,0.018250885671391014,1.0000966,0.0020001994,0.99999684
1.0,500.0,4999.889055622825,500.0,500.00000664260017,4999.889055622825,0.11293802,0.01278133133437971,5.431875e-20,1.0,4999.889055622825,0.0020000003,4811.6973,500,0.002,4999.8896,,0.01278133133437971,1.0,0.002,1.0
1.0000002,499.99988079073887,4999.872966639709,500.0,499.9997775388584,4999.872966639709,0.13210183,0.0174971189699534,1.0605775e-12,0.9973837,4999.872966639709,0.002,4811.681,500,0.0019948338,4999.8735,2.6512546e-07,0.0174971189699534,1.0011163,0.0020022993,0.9999667
1.0125486,493.80347457514375,4989.887934122356,499.004,493.1649423031305,4989.887934122356,168.40804,49797.96485124848,5.555015e-08,0.5606773,4989.887934122356,0.0019999999,4802.966,500,0.0011286784,4992.335,0.013707893,49797.96485124848,1.3610872,0.0027399536,0.9935111
1.0,500.0,4999.878319064,500.0,500.00000664260017,4999.878319064,0.11870625,0.014119924741765386,5.431875e-20,1.0,4999.878319064,0.0020000003,4811.686,500,0.002,4999.8784,,0.014119924741765386,1.0,0.002,1.0
1.0,500.0,4999.87954070218,500.0,500.00000664260017,4999.87954070218,0.13039337,0.017034402214630134,5.431875e-20,1.0,4999.87954070218,0.0020000003,4811.688,500,0.002,4999.8804,,0.017034402214630134,1.0,0.002,1.0
1.0,500.0,4999.891191087116,500.0,500.00000664260017,4999.891191087116,0.11702947,0.013722477074520425,5.431875e-20,1.0,4999.891191087116,0.0020000003,4811.6997,500,0.002,4999.892,,0.013722477074520425,1.0,0.002,1.0
1.0,500.0,4999.87695165769,500.0,500.00000664260017,4999.87695165769,0.12376687,0.015350159135868223,5.431875e-20,1.0,4999.87695165769,0.0020000003,4811.6846,500,0.002,4999.877,,0.015350159135868223,1.0,0.002,1.0
1.0,500.0,4999.878671832827,500.0,499.99997437141775,4999.878671832827,0.12680858,0.016112895266705323,7.740513e-15,0.9998262,4999.878671832827,0.0019999999,4811.687,500,0.0019996476,4999.8794,1.935073e-09,0.016112895266705323,1.0001101,0.0020002155,1.0000024
1.0073916,496.33133123005393,4989.89815297346,499.004,496.40058887961834,4989.89815297346,191.29106,49798.160270051274,2.9061981e-08,0.6776489,4989.89815297346,0.002,4802.433,500,0.0013612399,4991.3193,0.007202202,49798.160270051274,1.3029712,0.002617368,0.9956348
1.0,500.0,4999.881096608262,500.0,500.00000664260017,4999.881096608262,0.124844536,0.015615185492358822,5.431875e-20,1.0,4999.881096608262,0.0020000003,4811.689,500,0.002,4999.8813,,0.015615185492358822,1.0,0.002,1.0
1.0088342,495.62155880234656,4989.903695804643,499.004,495.7884311882015,4989.903695804643,184.22188,49798.27995703187,3.404707e-08,0.6313588,4989.903695804643,0.002,4802.6167,500,0.0012622217,4991.638,0.008518456,49798.27995703187,1.3346109,0.0026681738,1.0003928
1.0,500.0,4999.879880581448,500.0,500.00000814254076,4999.879880581448,0.122204795,0.014963616297443687,1.421614e-14,0.9997957,4999.879880581448,0.002,4811.6885,500,0.0019995896,4999.881,3.5539554e-09,0.014963616297443687,1.0002145,0.002000427,1.0000008
1.0008218,499.5894230029366,4999.083010450661,499.922,499.63140684396757,4999.083010450661,14.158604,320.19779744382834,2.9561065e-09,0.79316175,4999.083010450661,0.0020000003,4810.981,500,0.0015833944,4999.2505,0.00074176345,320.19779744382834,1.0588332,0.0021137563,1.0018499
1.0,500.0,4999.882279353041,500.0,500.00000664260017,4999.882279353041,0.12914972,0.016715672463394664,5.431875e-20,1.0,4999.882279353041,0.0020000003,4811.6904,500,0.002,4999.883,,0.016715672463394664,1.0,0.002,1.0
1.0,500.0,4999.879757325181,500.0,500.00000664260017,4999.879757325181,0.12432119,0.015483286386509022,5.431875e-20,1.0,4999.879757325181,0.0020000003,4811.6885,500,0.002,4999.881,,0.015483286386509022,1.0,0.002,1.0
1.0,500.0,4999.886859198355,500.0,500.00000664260017,4999.886859198355,0.12505111,0.01566959840757999,5.431875e-20,1.0,4999.886859198355,0.0020000003,4811.695,500,0.002,4999.887,,0.01566959840757999,1.0,0.002,1.0
1.0063072,496.86614384594617,4989.898714437439,499.004,497.2992413602225,4989.898714437439,194.18678,49798.18267502828,2.1767082e-08,0.79043233,4989.898714437439,0.002,4802.4033,500,0.0015814068,4991.188,0.0054380395,49798.18267502828,1.297017,0.0025949236,0.99965715
1.0040085,498.0037363008437,4989.8924696730755,499.004,498.091835184355,4989.8924696730755,204.88162,49798.04783210649,1.5354283e-08,0.9009851,4989.8924696730755,0.0019999999,4802.135,500,0.0018142923,4990.7036,0.0037866074,49798.04783210649,1.3831432,0.0027852023,0.99320835
1.0,500.0,4999.870352292069,500.0,500.00000664260017,4999.870352292069,0.12561686,0.015811363781839068,5.431875e-20,1.0,4999.870352292069,0.0020000003,4811.678,500,0.002,4999.8706,,0.015811363781839068,1.0,0.002,1.0
1.0007018,499.6493535346677,4999.200301907398,499.934,499.5817432985306,4999.200301907398,12.152451,231.30144845665902,3.3554564e-09,0.7974757,4999.200301907398,0.002,4811.0786,500,0.001599029,4999.337,0.0008345911,231.30144845665902,1.0311053,0.0020674828,0.9974499
1.0,500.0,4999.880256205022,500.0,500.00000664260017,4999.880256205022,0.12601517,0.015911610034777365,5.431875e-20,1.0,4999.880256205022,0.0020000003,4811.6885,500,0.002,4999.881,,0.015911610034777365,1.0,0.002,1.0
1.0,500.0,4999.879090071683,500.0,500.00000664260017,4999.879090071683,0.12794048,0.016399168538859574,5.431875e-20,1.0,4999.879090071683,0.0020000003,4811.687,500,0.002,4999.8794,,0.016399168538859574,1.0,0.002,1.0
1.0,500.0,4999.882971585876,500.0,500.00000664260017,4999.882971585876,0.12797798,0.01641086909335675,5.431875e-20,1.0,4999.882971585876,0.0020000003,4811.691,500,0.002,4999.8833,,0.01641086909335675,1.0,0.002,1.0
1.0,500.0,4999.880426191865,500.0,500.00000664260017,4999.880426191865,0.12784986,0.016377739186235318,5.431875e-20,1.0,4999.880426191865,0.0020000003,4811.6885,500,0.002,4999.881,,0.016377739186235318,1.0,0.002,1.0
1.0,500.0,4999.885588201377,500.0,500.00000664260017,4999.885588201377,0.12151359,0.01479495397769989,5.431875e-20,1.0,4999.885588201377,0.0020000003,4811.694,500,0.002,4999.886,,0.01479495397769989,1.0,0.002,1.0
1.0000012,499.9994039542628,4999.878651299587,500.0,499.9990861154795,4999.878651299587,0.13068451,0.017180043362697715,6.7372267e-12,0.99230003,4999.878651299587,0.002,4811.687,500,0.0019846351,4999.8794,1.6842384e-06,0.017180043362697715,1.0038619,0.0020077592,0.99998236
1.0,500.0,4999.8872668432095,500.0,500.00000664260017,4999.8872668432095,0.119171195,0.014229218391374879,5.431875e-20,1.0,4999.8872668432095,0.0020000003,4811.6953,500,0.002,4999.8877,,0.014229218391374879,1.0,0.002,1.0
1.0,500.0,4999.87721854804,500.0,500.00000664260017,4999.87721854804,0.13351642,0.017861727929576,5.431875e-20,1.0,4999.87721854804,0.0020000003,4811.685,500,0.002,4999.8774,,0.017861727929576,1.0,0.002,1.0
1.0,500.0,4999.882499763507,500.0,500.00000664260017,4999.882499763507,0.13501011,0.018262541035888587,5.431875e-20,1.0,4999.882499763507,0.0020000003,4811.691,500,0.002,4999.8833,,0.018262541035888587,1.0,0.002,1.0
1.0,500.0,4999.8813815772255,500.0,500.00000664260017,4999.8813815772255,0.12577403,0.015850129781079778,5.431875e-20,1.0,4999.8813815772255,0.0020000003,4811.69,500,0.002,4999.8823,,0.015850129781079778,1.0,0.002,1.0
1.0021049,498.9497713907425,4998.618260161727,499.876,498.9123264461297,4998.618260161727,17.537628,794.125382642351,8.737078e-09,0.62303746,4998.618260161727,0.002,4810.7046,500,0.0012449622,4999.0947,0.0021881757,794.125382642351,1.0500095,0.0020981436,1.0008938
1.0000001,499.99994039536233,4999.873878001742,500.0,499.999878611784,4999.873878001742,0.1383475,0.019198766150377928,1.1133402e-12,0.99725527,4999.873878001742,0.002,4811.682,500,0.0019946005,4999.8745,2.7830774e-07,0.019198766150377928,1.0009196,0.0020019296,0.9999548
1.0,500.0,4999.878282653637,500.0,500.00000664260017,4999.878282653637,0.1347963,0.018203292146821353,5.431875e-20,1.0,4999.878282653637,0.0020000003,4811.686,500,0.002,4999.8784,,0.018203292146821353,1.0,0.002,1.0
1.0,500.0,4999.883338722447,500.0,500.00000664260017,4999.883338722447,0.11969155,0.014354845728937509,5.431875e-20,1.0,4999.883338722447,0.0020000003,4811.6914,500,0.002,4999.884,,0.014354845728937509,1.0,0.002,1.0
1.0,500.0,4999.8719748938365,500.0,500.00000664260017,4999.8719748938365,0.13733119,0.018898975683212783,5.431875e-20,1.0,4999.8719748938365,0.0020000003,4811.68,500,0.002,4999.8726,,0.018898975683212783,1.0,0.002,1.0
1.0000062,499.99690057768464,4999.88376312053,500.0,499.99680775888385,4999.88376312053,0.11305693,0.0128404193497417,2.555831e-11,0.9901764,4999.88376312053,0.002,4811.692,500,0.0019799345,4999.885,6.392262e-06,0.0128404193497417,1.0065606,0.002012696,1.0002112
1.0,500.0,4999.879727159357,500.0,500.00000664260017,4999.879727159357,0.12768173,0.016335583193309973,5.431875e-20,1.0,4999.879727159357,0.0020000003,4811.688,500,0.002,4999.8804,,0.016335583193309973,1.0,0.002,1.0
1.0,500.0,4999.879329387716,500.0,500.00000664260017,4999.879329387716,0.11161573,0.012483965146293246,5.431875e-20,1.0,4999.879329387716,0.0020000003,4811.6875,500,0.002,4999.88,,0.012483965146293246,1.0,0.002,1.0
1.0000033,499.99833107551694,4999.867879633175,500.0,499.99791668948075,4999.867879633175,0.14922115,0.022593642137065436,1.6575331e-11,0.98293936,4999.867879633175,0.0019999999,4811.6763,500,0.0019658857,4999.8687,4.143797e-06,0.022593642137065436,1.0025599,0.0020051268,0.9999965
1.0,500.0,4999.893566125348,500.0,500.00000664260017,4999.893566125348,0.11430267,0.013090947411565487,5.431875e-20,1.0,4999.893566125348,0.0020000003,4811.7017,500,0.002,4999.894,,0.013090947411565487,1.0,0.002,1.0
1.0000021,499.9989271186962,4999.879080698051,500.0,499.998765937929,4999.879080698051,0.12997697,0.01696589039704192,9.928298e-12,0.9930373,4999.879080698051,0.002,4811.6875,500,0.0019859618,4999.88,2.4823535e-06,0.01696589039704192,1.0032398,0.0020063657,1.0000567
1.0219063,489.281670147034,4990.3030457066625,499.044,487.2712297730776,4990.3030457066625,81.59195,45889.78561183167,1.0469978e-07,0.37682745,4990.3030457066625,0.002,4805.9966,500,0.00076155894,4996.239,0.025634438,45889.78561183167,1.2213708,0.0024683601,0.9896212
1.0,500.0,4999.875838093058,500.0,500.00000664260017,4999.875838093058,0.12222118,0.014965730780732902,5.431875e-20,1.0,4999.875838093058,0.0020000003,4811.684,500,0.002,4999.8765,,0.014965730780732902,1.0,0.002,1.0
1.0,500.0,4999.87917643826,500.0,500.00000664260017,4999.87917643826,0.14054078,0.019788401870254466,5.431875e-20,1.0,4999.87917643826,0.0020000003,4811.687,500,0.002,4999.8794,,0.019788401870254466,1.0,0.002,1.0
1.0,500.0,4999.882734822845,500.0,500.00000664260017,4999.882734822845,0.12261767,0.015065848987880279,5.431875e-20,1.0,4999.882734822845,0.0020000003,4811.6904,500,0.002,4999.883,,0.015065848987880279,1.0,0.002,1.0
1.0,500.0,4999.882655343998,500.0,500.00000664260017,4999.882655343998,0.11509251,0.013271759871290789,5.431875e-20,1.0,4999.882655343998,0.0020000003,4811.691,500,0.002,4999.8833,,0.013271759871290789,1.0,0.002,1.0
1.0,500.0,4999.88843401396,500.0,500.00000664260017,4999.88843401396,0.1118042,0.01252453898811148,5.431875e-20,1.0,4999.88843401396,0.0020000003,4811.697,500,0.002,4999.889,,0.01252453898811148,1.0,0.002,1.0
1.0075135,496.271254464816,4989.905791778287,499.004,496.07570472347584,4989.905791778287,189.59319,49798.30759098902,3.1706275e-08,0.66625845,4989.905791778287,0.002,4802.504,500,0.0013286143,4991.402,0.007973204,49798.30759098902,1.4797134,0.0029507594,1.0029374
1.0000008,499.99958276783474,4999.886137883802,500.0,499.99942832492343,4999.886137883802,0.11367801,0.012966302151147385,4.563101e-12,0.99518293,4999.886137883802,0.002,4811.695,500,0.0019904275,4999.887,1.1407029e-06,0.012966302151147385,1.0023005,0.002004663,0.99996907
1.0000005,499.9997615815346,4999.885035050339,500.0,499.99975897850226,4999.885035050339,0.12390104,0.015402998165866648,2.0834543e-12,0.99734694,4999.885035050339,0.0019999999,4811.693,500,0.001994643,4999.8853,5.2088853e-07,0.015402998165866648,1.001086,0.002002121,1.0000255
1.0,500.0,4999.880266918669,500.0,499.99993184342355,4999.880266918669,0.118652925,0.014110290136577516,4.941838e-14,0.99960357,4999.880266918669,0.0019999999,4811.6885,500,0.0019991952,4999.881,1.2354902e-08,0.014110290136577516,1.0002425,0.002000473,1.000006
1.0,500.0,4999.882695847102,500.0,500.00000664260017,4999.882695847102,0.1209717,0.014663655797081294,5.431875e-20,1.0,4999.882695847102,0.0020000003,4811.691,500,0.002,4999.8833,,0.014663655797081294,1.0,0.002,1.0
1.0,500.0,4999.883432801178,500.0,500.00000664260017,4999.883432801178,0.15379722,0.023698919804806214,5.431875e-20,1.0,4999.883432801178,0.0020000003,4811.6914,500,0.002,4999.884,,0.023698919804806214,1.0,0.002,1.0
1.0,500.0,4999.882645589308,500.0,500.00000664260017,4999.882645589308,0.119473994,0.014301351015993356,5.431875e-20,1.0,4999.882645589308,0.0020000003,4811.6904,500,0.002,4999.883,,0.014301351015993356,1.0,0.002,1.0
1.0000001,499.99994039536233,4999.883936198288,500.0,499.9999583573005,4999.883936198288,0.11514505,0.013289028735135941,4.5628936e-13,0.9986062,4999.883936198288,0.0019999999,4811.6924,500,0.001997198,4999.885,1.140733e-07,0.013289028735135941,1.0007293,0.0020014443,1.0000072
1.0000025,499.9987483055932,4999.878550704183,500.0,499.99826570246324,4999.878550704183,0.12644921,0.016083766013873957,1.31816285e-11,0.9904583,4999.878550704183,0.002,4811.687,500,0.0019807362,4999.8794,3.2960031e-06,0.016083766013873957,1.0034543,0.0020067259,1.0000911
1.0,500.0,4999.877401461979,500.0,500.00000664260017,4999.877401461979,0.13071786,0.017119417261509135,5.431875e-20,1.0,4999.877401461979,0.0020000003,4811.6855,500,0.002,4999.878,,0.017119417261509135,1.0,0.002,1.0
1.0,500.0,4999.87806501955,500.0,500.00000664260017,4999.87806501955,0.1254605,0.015771770797708296,5.431875e-20,1.0,4999.87806501955,0.0020000003,4811.686,500,0.002,4999.8784,,0.015771770797708296,1.0,0.002,1.0
1.0000027,499.99862909692894,4999.877377710953,500.0,499.99951708241116,4999.877377710953,0.119723365,0.014383728725652911,4.205765e-12,0.9960681,4999.877377710953,0.002,4811.6855,500,0.001992042,4999.878,1.0515389e-06,0.014383728725652911,1.0030859,0.0020060767,1.0000473
1.0,500.0,4999.877316951679,500.0,500.00000664260017,4999.877316951679,0.1299023,0.016909342447917163,5.431875e-20,1.0,4999.877316951679,0.0020000003,4811.6855,500,0.002,4999.878,,0.016909342447917163,1.0,0.002,1.0
1.0,500.0,4999.8718091108385,500.0,500.00000664260017,4999.8718091108385,0.12138884,0.01476124529226773,5.431875e-20,1.0,4999.8718091108385,0.0020000003,4811.68,500,0.002,4999.8726,,0.01476124529226773,1.0,0.002,1.0
1.0000114,499.99427801958444,4999.790989934647,499.992,499.9939654001371,4999.790989934647,2.1784518,5.035497163921331,4.8874817e-11,0.97162116,4999.790989934647,0.0019999999,4811.601,500,0.0019432661,4999.7944,1.221839e-05,5.035497163921331,1.0044365,0.0020088977,0.9999877
1.0,500.0,4999.88606856463,500.0,500.00000664260017,4999.88606856463,0.12162056,0.014819943769263011,5.431875e-20,1.0,4999.88606856463,0.0020000003,4811.6943,500,0.002,4999.8867,,0.014819943769263011,1.0,0.002,1.0
1.0,500.0,4999.87832130665,500.0,500.00000664260017,4999.87832130665,0.11747795,0.013828662554644466,5.431875e-20,1.0,4999.87832130665,0.0020000003,4811.6865,500,0.002,4999.879,,0.013828662554644466,1.0,0.002,1.0
