EpsThisIter,AvgEpLen,eRenyi2,MinNormIw,ESSClassic,AvgVanillaIw,VarJ,MaxVanillaIw,BatchSize,Delta,VarDiscRet,AvgRet,ESSRenyi,VanillaAvgRet,AvgNormIw,MaxNormIw,VarRet,MinVanillaIw,Bound,IterType,VarVanillaIw,VarNormIw,AvgDiscRet,J
100,200.0,1.0339774,0.00015839866,471.7363793605133,1.0872446,7.204321,1.1579888,500,0.9,41.7863079672691,-7.258814882817836,483.5695685002048,-7.258814882817836,0.002,0.0021301347,41.7863079672691,0.08610904,-8.200656,1,0.07096634,2.4013633e-07,-7.258814882817836,-7.847463
100,200.0,1.0,0.01,100.0,1.0,7.0655756,1.0,500,0.9,50.42662389202032,-7.402513311230576,500.0,-7.402513311230576,0.009999998,0.01,50.42662389202032,1.0,-8.176402,2,,3.5044917e-18,-7.402513311230576,-7.402513
100,200.0,1.0,0.005,200.00000010221265,1.0,7.082903,1.0,500,0.9,50.6372236911404,-8.153284991863814,500.0,-8.153284991863814,0.0049999994,0.005,50.6372236911404,1.0,-8.325121,2,,2.179301e-19,-8.153284991863814,-7.777899
100,200.0,1.0,0.0033333334,299.999969473632,1.0,6.973013,1.0,500,0.9,45.72028315450716,-7.140785122069572,500.0,-7.140785122069572,0.0033333336,0.0033333334,45.72028315450716,1.0,-8.012333,2,,5.4391416e-20,-7.140785122069572,-7.565528
100,200.0,1.0,0.0025,400.0,1.0,6.765768,1.0,500,0.9,37.223574242961206,-6.851466337810701,500.0,-6.851466337810701,0.0024999997,0.0025,37.223574242961206,1.0,-7.773957,2,,5.434597e-20,-6.851466337810701,-7.3870125
100,200.0,1.7237108,0.0005665041,24.697426171211067,2.620878,29.65399,72.99271,500,0.9,57.636015474395364,-8.183027926797724,290.0718653865332,-8.183027926797724,0.0019999999,0.055700958,57.636015474395364,0.74236906,-7.357405,1,132.45901,7.713436e-05,-8.183027926797724,-6.9030185
100,200.0,1.0,0.01,100.0,1.0,6.183167,1.0,500,0.9,38.6177350939676,-6.139355492024174,500.0,-6.139355492024174,0.009999998,0.01,38.6177350939676,1.0,-6.8749537,2,,3.5044917e-18,-6.139355492024174,-6.139355
100,200.0,1.0,0.005,200.00000010221265,1.0,6.498477,1.0,500,0.9,46.280682290093445,-7.045976019499458,500.0,-7.045976019499458,0.0049999994,0.005,46.280682290093445,1.0,-7.1354723,2,,2.179301e-19,-7.045976019499458,-6.5926657
100,200.0,1.0,0.0033333334,299.999969473632,1.0,6.4702125,1.0,500,0.9,41.34157673111854,-7.143647288229372,500.0,-7.143647288229372,0.0033333336,0.0033333334,41.34157673111854,1.0,-7.219527,2,,5.4391416e-20,-7.143647288229372,-6.7763267
100,200.0,1.0,0.0025,400.0,1.0,6.766429,1.0,500,0.9,53.34084569525956,-9.290252303072808,500.0,-9.290252303072808,0.0024999997,0.0025,53.34084569525956,1.0,-7.793147,2,,5.434597e-20,-9.290252303072808,-7.4048076
100,200.0,1.0265534,0.00041431526,472.7486060957649,1.0595906,7.1572776,1.1366292,500,0.9,58.67125454529272,-8.372352703811924,487.06672609208726,-8.372352703811924,0.0019999999,0.0021454121,58.67125454529272,0.21950227,-7.92838,1,0.06484898,2.310399e-07,-8.372352703811924,-7.576457
100,200.0,1.0,0.01,100.0,1.0,6.8094244,1.0,500,0.9,46.83663252549643,-7.806494574200047,500.0,-7.806494574200047,0.009999998,0.01,46.83663252549643,1.0,-8.563876,2,,3.5044917e-18,-7.806494574200047,-7.8064947
100,200.0,1.0,0.005,200.00000010221265,1.0,6.7688575,1.0,500,0.9,45.50571137183043,-8.463674527069404,500.0,-8.463674527069404,0.0049999994,0.005,45.50571137183043,1.0,-8.670633,2,,2.179301e-19,-8.463674527069404,-8.135084
100,200.0,1.0,0.0033333334,299.999969473632,1.0,6.657523,1.0,500,0.9,41.55926588141492,-7.60222686927882,500.0,-7.60222686927882,0.0033333336,0.0033333334,41.55926588141492,1.0,-8.396868,2,,5.4391416e-20,-7.60222686927882,-7.9574656
100,200.0,1.0,0.0025,400.0,1.0,6.879931,1.0,500,0.9,56.709406273729876,-8.503556067290916,500.0,-8.503556067290916,0.0024999997,0.0025,56.709406273729876,1.0,-8.479741,2,,5.434597e-20,-8.503556067290916,-8.093988
100,200.0,1.0030105,0.0011135339,494.45488974482873,1.0154147,6.895414,1.0411056,500,0.9,46.720377568824375,-7.958908459699176,498.49926228882765,-7.958908459699176,0.002,0.0020506019,46.720377568824375,0.5653493,-8.411138,1,0.011585733,4.4946578e-08,-7.958908459699176,-8.065591
100,200.0,1.0,0.01,100.0,1.0,6.649706,1.0,500,0.9,44.66523827323021,-7.072170410090653,500.0,-7.072170410090653,0.009999998,0.01,44.66523827323021,1.0,-7.829598,2,,3.5044917e-18,-7.072170410090653,-7.0721703
100,200.0,1.0,0.005,200.00000010221265,1.0,6.585166,1.0,500,0.9,42.32765480062075,-8.172957747117614,500.0,-8.172957747117614,0.0049999994,0.005,42.32765480062075,1.0,-8.158147,2,,2.179301e-19,-8.172957747117614,-7.6225643
100,200.0,1.0,0.0033333334,299.999969473632,1.0,6.740375,1.0,500,0.9,49.89646406855229,-7.115161830979002,500.0,-7.115161830979002,0.0033333336,0.0033333334,49.89646406855229,1.0,-7.890731,2,,5.4391416e-20,-7.115161830979002,-7.4534297
100,200.0,1.0,0.0025,400.0,1.0,6.7483954,1.0,500,0.9,46.295702409696,-7.244774822801201,500.0,-7.244774822801201,0.0024999997,0.0025,46.295702409696,1.0,-7.7880645,2,,5.434597e-20,-7.244774822801201,-7.401266
100,200.0,1.0097827,0.00058141665,487.10205630331694,1.0388386,6.8387766,1.0776198,500,0.9,45.898691364239255,-7.20702206073867,495.1560508016425,-7.20702206073867,0.0020000003,0.0020746626,45.898691364239255,0.30199903,-7.704364,1,0.028632678,1.0612697e-07,-7.20702206073867,-7.356713
100,200.0,1.0,0.01,100.0,1.0,6.667554,1.0,500,0.9,44.90532742327894,-7.5510627184783345,500.0,-7.5510627184783345,0.009999998,0.01,44.90532742327894,1.0,-8.321668,2,,3.5044917e-18,-7.5510627184783345,-7.551062
100,200.0,1.0,0.005,200.00000010221265,1.0,6.838535,1.0,500,0.9,49.360830297515164,-8.195472788564137,500.0,-8.195472788564137,0.0049999994,0.005,49.360830297515164,1.0,-8.418168,2,,2.179301e-19,-8.195472788564137,-7.8732677
100,200.0,1.0,0.0033333334,299.999969473632,1.0,7.079012,1.0,500,0.9,57.26712029492809,-8.282471276689275,500.0,-8.282471276689275,0.0033333336,0.0033333334,57.26712029492809,1.0,-8.454577,2,,5.4391416e-20,-8.282471276689275,-8.009668
100,200.0,1.0,0.0025,400.0,1.0,7.1391964,1.0,500,0.9,54.065703986226254,-7.8926826577560485,500.0,-7.8926826577560485,0.0024999997,0.0025,54.065703986226254,1.0,-8.368624,2,,5.434597e-20,-7.8926826577560485,-7.980422
100,200.0,1.0357854,8.175779e-05,485.24369282387966,1.1272007,7.1798267,1.1629401,500,0.9,49.404437701684444,-7.243699035743025,482.7254586883019,-7.243699035743025,0.0019999994,0.0020634127,49.404437701684444,0.04607872,-8.116601,1,0.038716257,1.2188518e-07,-7.243699035743025,-7.763224
100,200.0,1.0,0.01,100.0,1.0,7.359705,1.0,500,0.9,54.71238449590002,-8.781934614188014,500.0,-8.781934614188014,0.009999998,0.01,54.71238449590002,1.0,-9.540879,2,,3.5044917e-18,-8.781934614188014,-8.781935
100,200.0,1.0,0.005,200.00000010221265,1.0,7.3374605,1.0,500,0.9,51.86555456196995,-6.701302612974209,500.0,-6.701302612974209,0.0049999994,0.005,51.86555456196995,1.0,-8.278274,2,,2.179301e-19,-6.701302612974209,-7.7416186
100,200.0,1.0,0.0033333334,299.999969473632,1.0,7.0413537,1.0,500,0.9,41.08168381204891,-6.972425663412004,500.0,-6.972425663412004,0.0033333336,0.0033333334,41.08168381204891,1.0,-7.923398,2,,5.4391416e-20,-6.972425663412004,-7.4852214
100,200.0,1.0,0.0025,400.0,1.0,6.942364,1.0,500,0.9,44.32609770682186,-7.022117945541204,500.0,-7.022117945541204,0.0024999997,0.0025,44.32609770682186,1.0,-7.7539406,2,,5.434597e-20,-7.022117945541204,-7.369445
100,200.0,1.0131897,0.00018855742,494.2431873456049,1.0777669,6.9842787,1.0916271,500,0.9,48.094229566579614,-8.245798995130997,493.49101467882286,-8.245798995130997,0.002,0.0020257204,48.094229566579614,0.10161047,-7.8770256,1,0.01355687,4.668418e-08,-8.245798995130997,-7.5285506
100,200.0,1.0,0.01,100.0,1.0,6.477411,1.0,500,0.9,42.3806584240887,-7.06842213172422,500.0,-7.06842213172422,0.009999998,0.01,42.3806584240887,1.0,-7.8263626,2,,3.5044917e-18,-7.06842213172422,-7.0684223
100,200.0,1.0,0.005,200.00000010221265,1.0,6.539712,1.0,500,0.9,43.9868738147097,-6.816213722610106,500.0,-6.816213722610106,0.0049999994,0.005,43.9868738147097,1.0,-7.4911213,2,,2.179301e-19,-6.816213722610106,-6.942318
100,200.0,1.0,0.0033333334,299.999969473632,1.0,6.672067,1.0,500,0.9,48.2548853598036,-7.544113918092702,500.0,-7.544113918092702,0.0033333336,0.0033333334,48.2548853598036,1.0,-7.591013,2,,5.4391416e-20,-7.544113918092702,-7.1429167
100,200.0,1.0,0.0025,400.0,1.0,6.903417,1.0,500,0.9,57.46278072364073,-7.647688972851995,500.0,-7.647688972851995,0.0024999997,0.0025,57.46278072364073,1.0,-7.657172,2,,5.434597e-20,-7.647688972851995,-7.2691097
100,200.0,3.9338305,0.0005211892,1.8260613034510524,2.7359982,31.710564,1012.2187,500,0.9,50.08596973561146,-7.602019600861308,127.10257852863943,-7.602019600861308,0.0019999999,0.73992646,50.08596973561146,0.7129863,-2.6002502,1,2046.2872,0.0010934406,-7.602019600861308,-1.9118282
100,200.0,1.0,0.01,100.0,1.0,6.879646,1.0,500,0.9,47.8076063603421,-7.611427181257305,500.0,-7.611427181257305,0.009999998,0.01,47.8076063603421,1.0,-8.371091,2,,3.5044917e-18,-7.611427181257305,-7.611427
100,200.0,1.0,0.005,200.00000010221265,1.0,7.029874,1.0,500,0.9,51.98817167277961,-7.895772415627952,500.0,-7.895772415627952,0.0049999994,0.005,51.98817167277961,1.0,-8.296351,2,,2.179301e-19,-7.895772415627952,-7.7535996
100,200.0,1.0,0.0033333334,299.999969473632,1.0,7.237204,1.0,500,0.9,57.26665482310385,-9.302371187037688,500.0,-9.302371187037688,0.0033333336,0.0033333334,57.26665482310385,1.0,-8.713013,2,,5.4391416e-20,-9.302371187037688,-8.269857
100,200.0,1.0,0.0025,400.0,1.0,7.133795,1.0,500,0.9,46.85327389954874,-8.52289213342998,500.0,-8.52289213342998,0.0024999997,0.0025,46.85327389954874,1.0,-8.716899,2,,5.434597e-20,-8.52289213342998,-8.333116
100,200.0,1.6802071,0.0008651931,67.70228370690198,1.7212597,16.391653,21.09146,500,0.9,53.11261872596436,-7.96131909098118,297.58235761088343,-7.96131909098118,0.0019999999,0.024507003,53.11261872596436,0.744611,-8.216092,1,18.955795,2.5592286e-05,-7.96131909098118,-7.7703133
100,200.0,1.0,0.01,100.0,1.0,6.2578864,1.0,500,0.9,39.556711411330156,-7.201389107522972,500.0,-7.201389107522972,0.009999998,0.01,39.556711411330156,1.0,-7.870638,2,,3.5044917e-18,-7.201389107522972,-7.201389
100,200.0,1.0,0.005,200.00000010221265,1.0,6.7737403,1.0,500,0.9,53.13718455187959,-7.183213771262419,500.0,-7.183213771262419,0.0049999994,0.005,53.13718455187959,1.0,-7.73736,2,,2.179301e-19,-7.183213771262419,-7.1923013
100,200.0,1.0,0.0033333334,299.999969473632,1.0,6.6377597,1.0,500,0.9,40.58812983255322,-6.6046576844876,500.0,-6.6046576844876,0.0033333336,0.0033333334,40.58812983255322,1.0,-7.441459,2,,5.4391416e-20,-6.6046576844876,-6.9964204
100,200.0,1.0,0.0025,400.0,1.0,6.7938437,1.0,500,0.9,52.93969185133503,-6.779273595044531,500.0,-6.779273595044531,0.0024999997,0.0025,52.93969185133503,1.0,-7.3284273,2,,5.434597e-20,-6.779273595044531,-6.9421334
100,200.0,1.233357,0.0012457495,291.62270736222195,1.2750858,8.977463,3.691008,500,0.9,52.43295950007764,-8.511202051841314,405.3976417116786,-8.511202051841314,0.002,0.005789427,52.43295950007764,0.7942188,-7.4983983,1,1.1640654,2.8639051e-06,-8.511202051841314,-7.1146846
100,200.0,1.0,0.01,100.0,1.0,6.3761687,1.0,500,0.9,41.066194294385525,-6.886420634868012,500.0,-6.886420634868012,0.009999998,0.01,41.066194294385525,1.0,-7.6614885,2,,3.5044917e-18,-6.886420634868012,-6.8864207
100,200.0,1.0,0.005,200.00000010221265,1.0,6.9358015,1.0,500,0.9,54.899151520717815,-8.438836808901993,500.0,-8.438836808901993,0.0049999994,0.005,54.899151520717815,1.0,-8.210685,2,,2.179301e-19,-8.438836808901993,-7.6626287
100,200.0,1.0,0.0033333334,299.999969473632,1.0,6.9828753,1.0,500,0.9,50.46316586186853,-8.073272525518796,500.0,-8.073272525518796,0.0033333336,0.0033333334,50.46316586186853,1.0,-8.246996,2,,5.4391416e-20,-8.073272525518796,-7.7995105
100,200.0,1.0,0.0025,400.0,1.0,6.9835296,1.0,500,0.9,49.273860276610876,-7.653694688768611,500.0,-7.653694688768611,0.0024999997,0.0025,49.273860276610876,1.0,-8.15059,2,,5.434597e-20,-7.653694688768611,-7.7630563
100,200.0,1.5016875,0.0013217195,370.71110792131145,1.1451577,7.575642,2.3227935,500,0.9,48.42765744656907,-7.470990260570108,332.95874881361283,-7.470990260570108,0.0020000003,0.0040567224,48.42765744656907,0.7567886,-7.705919,1,0.45827398,1.3978305e-06,-7.470990260570108,-7.2811213
100,200.0,1.0,0.01,100.0,1.0,6.7185225,1.0,500,0.9,45.59448883776453,-7.289033800027243,500.0,-7.289033800027243,0.009999998,0.01,45.59448883776453,1.0,-8.056162,2,,3.5044917e-18,-7.289033800027243,-7.289034
100,200.0,1.0,0.005,200.00000010221265,1.0,6.7343802,1.0,500,0.9,45.844627206527896,-7.887444696271764,500.0,-7.887444696271764,0.0049999994,0.005,45.844627206527896,1.0,-8.130681,2,,2.179301e-19,-7.887444696271764,-7.588239
